BCCvolume_pa_min_value,BCCefflatcnt_min_value,GSestBCClatcnt_min_value,AtomicVolume_arithmetic_average,GSestFCClatcnt_min_value,GSvolume_pa_min_value,HeatVaporization_arithmetic_average,IsSimpleCubic_composition_average,CovalentRadius_min_value,HeatVaporization_composition_average,GSenergy_pa_composition_average,IsNonmetal_composition_average,AtomicVolume_difference,CovalentRadii_min_value,BoilingT_arithmetic_average,AtomicVolume_composition_average,IonicRadii_difference,n_ws^third_arithmetic_average,IonicRadii_min_value,phi_difference,IsChalcogen_composition_average,GSbandgap_composition_average,GSbandgap_arithmetic_average,ThermalExpansionCoefficient_min_value,ThermalExpansionCoefficient_difference,Density_composition_average,phi_arithmetic_average,HeatVaporization_difference,SpecificHeatCapacity_arithmetic_average,IsMetal_composition_average,AtomicRadii_composition_average,MiracleRadius_min_value,IsPnictide_composition_average,ThermalExpansionCoefficient_composition_average,HeatFusion_arithmetic_average,BCCfermi_difference,ElectricalConductivity_min_value,Number_min_value,AtomicNumber_min_value,BCCvolume_padiff_composition_average,IonizationEnergy_arithmetic_average,phi_composition_average,IsHexagonal_composition_average,MiracleRadius_difference,HeatCapacityMolar_min_value,CovalentRadius_composition_average,MeltingT_arithmetic_average,GSenergy_pa_arithmetic_average,target
15.69,6.308328617000001,3.154164308,21.35484265681496,3.973998007,15.69,308.36,0.0,120.0,214.34666666666664,-5.92923053,0.6666666666666666,11.7079239380253,1.16,2935.0,23.306163313152503,0.0899999999999999,0.885,0.5,,0.6666666666666666,0.5326666666666667,,,,6639.333333333332,2.325,,,,,118.0,,,22.085,,,,,,,,,,,,,,296.585755505482
6.98,4.815689402,2.630893787,12400.899422029506,3.314718462,9.105,232.1012333333333,0.3333333333333333,66.0,232.1012333333333,-7.687184881666667,0.6666666666666666,18574.496833638485,0.73,1728.1033333333332,12400.899422029506,1.0699999999999998,1.096666666666667,0.64,,0.3333333333333333,2.1456666666666666,,,,2857.56,3.6366666666666654,,,,,64.0,,,10.191666666666668,,,,,,,,,,,,,,781.5857169956122
13.01,5.926510976,2.963255488,20.851834031842237,3.733467966,13.01,201.26666666666668,0.0,105.0,116.0,-3.867223536875,0.5,13.321647573691,1.02,2004.24,23.392906954911364,0.47,0.8733333333333333,0.29,,0.5,1.101,,,,1944.375,2.3666666666666667,,,,,103.0,,,8.740333333333334,,,,,,,,,,,,,,520.5857377194803
7.33,4.894871769,2.630893787,6209.47987027928,3.314718462,9.105,181.2703,0.4,66.0,138.86435999999998,-3.67822644,0.4,18577.49878022084,0.73,1647.033333333333,7448.436167081423,0.7599999999999999,0.8833333333333333,0.64,,0.4,0.0,,,,2619.1716,2.7666666666666666,,,,,64.0,,,6.653333333333332,,,,,,,,,,,,,,611.5857304939171
7.33,4.894871769,2.630893787,4669.17369739709,3.314718462,9.105,166.04522500000004,0.5,66.0,102.6892,-3.76752362625,0.5,18572.180788772792,0.73,1658.775,9309.353793392056,1.14,0.8475,0.26,,0.5,0.096625,,,,619.4645,2.5250000000000004,,,,,64.0,,,15.4925,,,,,,,,,,,,,,934.5857048471382
6.6,4.726663002,2.242692341,14.42073371595226,2.825615289,5.64,537.0,0.0,76.0,537.0,-7.31731583,0.5,11.191288001321082,0.77,3736.5,14.42073371595226,0.1,1.635,0.16,,0.0,2.6345,,,,2295.0,5.4700000000000015,,,,,77.0,,,83.805,,,,,,,,,,,,,,932.5857050059418
16.2,6.375951415,3.1964805060000003,38.21582612338222,4.027313073999999,16.33,119.97666666666667,0.0,119.0,109.2075,-2.402840525415,0.0,58.7722167331871,1.2,1451.333333333333,47.62383576330616,0.93,1.15,0.58,,0.0,0.0,,,,4482.25,3.8,,,,,115.0,,,12.691666666666665,,,,,,,,,,,,,,227.5857609842057
16.2,6.375951415,3.1964805060000003,41.03831202558593,4.027313073999999,16.33,131.83333333333334,0.0,139.0,118.1,-2.269458831665,0.0,58.7722167331871,1.34,1775.6666666666663,49.74070018995892,0.75,1.09,0.76,,0.0,0.0,,,,4724.75,3.666666666666667,,,,,144.0,,,11.141666666666666,,,,,,,,,,,,,,195.58576352506304
7.33,4.894871769,2.630893787,6236.61580975099,3.314718462,9.105,125.80363333333334,0.5,66.0,95.20545,-4.19060798125,0.5,18567.18785557081,0.73,1384.6999999999996,9325.511148935591,0.8600000000000001,0.6233333333333333,0.75,,0.5,0.0,,,,1129.9645,1.7833333333333332,,,,,64.0,,,5.503333333333334,,,,,,,,,,,,,,544.5857358138372
15.62,6.29893322,3.722284555,51.50720523887455,4.689784663999999,25.786875,43.45,0.0,105.0,36.76000000000001,-2.897345916582,0.6,48.68131888840671,1.02,874.86,46.63907335003388,1.22,0.325,0.29,,0.6,1.3212,,,,1518.4,1.125,,,,,103.0,,,2.028,,,,,,,,,,,,,,447.5857435158112
7.33,4.894871769,2.630893787,6236.901296213704,3.314718462,9.105,33.73696666666667,0.1428571428571428,66.0,50.40155714285714,-1.736822227617143,0.4285714285714285,18549.538309020765,0.73,526.4666666666667,2711.55804859414,0.8000000000000003,0.2166666666666666,1.4,,0.1428571428571428,0.3034285714285714,,,,1900.7755714285715,0.75,,,,,64.0,,,3.438333333333333,,,,,,,,,,,,,,289.5857560612945
7.33,4.894871769,2.630893787,6210.272290839722,3.314718462,9.105,133.71363333333332,0.3333333333333333,66.0,133.71363333333332,-3.130690791666667,0.3333333333333333,18575.12151853951,0.73,1380.033333333333,6210.272290839722,0.6399999999999999,0.78,0.76,,0.3333333333333333,0.0,,,,3675.4763333333335,2.4,,,,,64.0,,,4.840000000000002,,,,,,,,,,,,,,603.5857311291314
29.91,7.821897703999999,4.039197959,51.4228370225853,5.089070533,32.95,136.85666666666663,0.0,148.0,136.85666666666663,-2.3398545594433333,0.0,40.3644056008715,1.46,1542.0,51.4228370225853,0.51,0.9066666666666666,1.0,,0.0,0.0,,,,4062.0,2.9833333333333334,,,,,162.0,,,7.326999999999999,,,,,,,,,,,,,,193.5857636838666
14.16,6.096226278,3.033694224,34.941038073106725,3.822215211,13.96,87.325,0.0,105.0,71.86,-2.480371995166,0.4,60.6421809482754,1.02,1136.18,33.386139617419616,1.22,0.7375,0.29,,0.4,0.8808,,,,2490.2,2.3,,,,,103.0,,,3.531,,,,,,,,,,,,,,450.5857432776057
14.16,6.096226278,3.033694224,30.750926749495637,3.822215211,13.96,94.86666666666666,0.0,119.0,86.46000000000002,-2.692918332,0.0,40.11744704170391,1.2,1240.6666666666663,25.83648594409348,0.68,1.2,0.58,,0.0,0.0,,,,5672.8,3.7666666666666666,,,,,115.0,,,12.979333333333331,,,,,,,,,,,,,,190.58576392207195
16.73,6.444738612999999,3.220442052,26.03645274530373,4.0575027310000005,16.7,151.61333333333334,0.0,119.0,138.2125,-2.595266122915,0.0,22.4912652657722,1.2,1724.0,29.38692177954097,0.4400000000000001,1.2766666666666668,0.58,,0.0,0.0,,,,6740.75,4.216666666666667,,,,,115.0,,,13.196666666666667,,,,,,,,,,,,,,222.5857613812146
16.73,6.444738612999999,3.220442052,28.858938647507436,4.0575027310000005,16.7,163.47,0.0,136.0,147.10500000000005,-2.461884429165,0.0,22.4912652657722,1.34,2048.333333333333,31.503786206193748,0.26,1.2166666666666666,0.76,,0.0,0.0,,,,6983.25,4.083333333333334,,,,,143.0,,,11.646666666666668,,,,,,,,,,,,,,192.58576376326835
11.08,5.617631503999999,2.807970487,52.15083451149837,3.537821124,11.07,126.08,0.0,105.0,164.8733333333333,-3.348504059583333,0.3333333333333333,105.62607387602414,1.02,1620.5733333333335,34.546488865494354,1.45,0.6733333333333333,0.29,,0.3333333333333333,0.7340000000000001,,,,5426.5,2.1333333333333333,,,,,103.0,,,5.8036666666666665,,,,,,,,,,,,,,426.5857451832489
14.16,6.096226278,3.560590636,46.5917017456682,4.486063093,22.5702380952,76.3,0.0,107.0,44.35,-4.531262346875,0.75,36.755159858054,1.06,1348.25,37.40291178115471,1.25,1.23,0.17,,0.0,1.21875,,,,2244.75,3.935,,,,,102.0,,,12.83,,,,,,,,,,,,,,444.58574375401656
8.43,5.128407411,2.687689729,6233.372469464679,3.386276865,9.7075,138.1566,0.6666666666666666,57.0,56.4132,-1.8888316351844443,0.6666666666666666,18578.94759094624,0.72,1403.293333333333,12420.445345524457,0.98,0.6733333333333333,0.53,,0.0,1.3558888888888891,,,,782.7973333333334,2.2666666666666666,,,,,114.0,,,13.176666666666666,,,,,,,,,,,,,,607.5857308115244
7.33,4.894871769,2.630893787,6212.335237607852,3.314718462,9.105,102.20363333333334,0.6666666666666666,66.0,52.80726666666667,-4.695516630416667,0.8333333333333333,18575.60274197189,0.73,1145.1999999999996,12402.266202048622,1.23,1.0133333333333332,0.17,,0.6666666666666666,0.2708333333333333,,,,754.7860000000002,3.25,,,,,64.0,,,9.823333333333334,,,,,,,,,,,,,,1208.585683091047
7.33,4.894871769,2.630893787,6210.17185224803,3.314718462,9.105,108.8703,0.6666666666666666,66.0,56.1406,-4.570579975833333,0.6666666666666666,18575.60274197189,0.73,1256.3666666666666,12401.184509368715,0.8599999999999999,0.9433333333333334,0.54,,0.6666666666666666,0.0,,,,1405.4526666666666,3.0,,,,,64.0,,,11.79,,,,,,,,,,,,,,990.5857004006378
7.33,4.894871769,2.630893787,6237.268301198814,3.314718462,9.105,120.99363333333334,0.4285714285714285,66.0,104.1961,-3.445591420714285,0.4285714285714285,18565.23038122733,0.73,1308.7,8002.258139097468,0.9000000000000001,0.6133333333333333,0.71,,0.4285714285714285,0.0,,,,2526.898142857143,2.083333333333333,,,,,64.0,,,3.1866666666666665,,,,,,,,,,,,,,674.5857254916042
7.33,4.894871769,2.630893787,9342.419059167189,3.314718462,9.105,36.30545,0.5,66.0,36.30545,-2.860063465,0.5,18499.556214644424,0.73,525.55,9342.419059167189,0.2100000000000002,0.3,1.4,,0.5,0.0,,,,766.7145,1.05,,,,,64.0,,,1.205,,,,,,,,,,,,,,832.5857129461209
7.33,4.894871769,2.630893787,9354.826591148663,3.314718462,9.105,35.57545,0.5,66.0,35.57545,-2.8057091825,0.5,18474.74115068148,0.73,517.05,9354.826591148663,0.3400000000000001,0.275,1.4,,0.5,0.0,,,,940.2145,0.975,,,,,64.0,,,1.155,,,,,,,,,,,,,,829.0174567200193
15.62,6.29893322,3.2062378330000003,22.79090412727043,4.039606536,16.48,120.03333333333332,0.0,105.0,97.27142857142856,-3.4471169539162863,0.5714285714285714,10.5721212771613,1.02,1379.8166666666666,23.78096775476212,0.73,0.8766666666666667,0.29,,0.5714285714285714,1.2582857142857142,,,,3824.857142857143,2.8000000000000003,,,,,103.0,,,4.908666666666667,,,,,,,,,,,,,,465.5857420865789
14.16,6.096226278,3.033694224,21.9189323249532,3.822215211,13.96,152.24333333333334,0.0,121.0,128.48857142857142,-3.0422937402400003,0.0,18.7510049877447,1.18,1744.333333333333,26.31732680857301,0.43,0.9033333333333332,0.54,,0.5714285714285714,0.2651428571428572,,,,5357.142857142857,2.7666666666666666,,,,,140.0,,,11.719333333333331,,,,,,,,,,,,,,332.5857526470174
16.92,6.46904413,3.2062378330000003,24.043712898617365,4.039606536,16.48,147.1,0.0,121.0,126.28428571428572,-2.981175784525714,0.0,17.3622642050373,1.18,1697.6666666666663,27.227947054429087,0.43,0.8766666666666667,0.54,,0.5714285714285714,0.2651428571428572,,,,5572.857142857143,2.75,,,,,140.0,,,11.433333333333335,,,,,,,,,,,,,,332.5857526470174
7.33,4.894871769,2.630893787,6226.624991034792,3.314718462,9.105,126.93696666666668,0.3333333333333333,66.0,126.93696666666668,-3.178328812776667,0.3333333333333333,18580.3672245575,0.73,1440.7,6226.624991034792,0.78,0.7066666666666667,0.73,,0.3333333333333333,0.0,,,,3259.1430000000005,2.2333333333333334,,,,,64.0,,,5.385,,,,,,,,,,,,,,635.5857285882743
8.43,5.128407411,2.687689729,6213.176415564262,3.386276865,9.7075,174.72326666666663,0.75,57.0,67.56485,-2.108551578125,0.75,18586.91018106004,0.72,1561.2933333333335,13955.946510416972,0.6900000000000001,0.9466666666666664,0.64,,0.0,1.4775,,,,1721.3970000000002,2.966666666666667,,,,,142.0,,,8.491666666666665,,,,,,,,,,,,,,642.5857280324616
15.07,6.224116959,3.108612885,39.4582913281611,3.91660681,15.02,199.11666666666667,0.0,105.0,136.85,-3.283604508832,0.4,60.487401176343695,1.02,1949.24,44.27785689244648,1.22,0.81,0.29,,0.4,0.8808,,,,5344.4,2.6333333333333337,,,,,103.0,,,8.743666666666666,,,,,,,,,,,,,,351.58575113838333
15.07,6.224116959,3.108612885,45.05598704879371,3.91660681,15.02,196.55,0.0,105.0,133.77,-3.2299226335,0.4,77.2804883382415,1.02,1925.573333333333,50.9950917572056,1.32,0.7933333333333333,0.29,,0.4,0.8808,,,,5614.8,2.583333333333333,,,,,103.0,,,8.695333333333332,,,,,,,,,,,,,,350.5857512177851
15.62,6.29893322,3.312897187,40.338847819355294,4.173988903,18.18,259.0,0.0,105.0,196.75,-4.8463236702075,0.5,57.8457317027611,1.02,2255.5733333333333,37.04577231318427,1.22,0.7633333333333333,0.29,,0.5,1.101,,,,3336.5,2.1,,,,,103.0,,,11.352,,,,,,,,,,,,,,375.58574923274034
7.33,4.894871769,2.630893787,6235.191892430427,3.314718462,9.105,159.9603,0.5,66.0,120.82295,-3.8846674270825,0.5,18554.6665203706,0.73,1619.7,9324.44321094517,0.3500000000000001,0.61,1.16,,0.5,0.0,,,,1751.2145,1.8066666666666664,,,,,64.0,,,2.918333333333333,,,,,,,,,,,,,,449.5857433570076
8.43,5.128407411,2.687689729,6230.718272760079,3.386276865,9.7075,157.82326666666663,0.6666666666666666,57.0,62.96875555555556,-1.9468021935177784,0.6666666666666666,18586.91018106004,0.72,1450.96,12419.56061328959,0.87,0.7733333333333333,0.64,,0.0,1.3133333333333337,,,,1527.2417777777778,2.5666666666666664,,,,,142.0,,,6.4433333333333325,,,,,,,,,,,,,,615.58573017631
6.11,4.606669594,2.429779429,4670.446212448314,3.061330249,7.1725,234.620225,0.6,66.0,146.33354,-4.754000842834,0.6,18584.89939922412,0.73,2223.275,11165.006844950554,1.17,0.9575,0.23,,0.6,0.3048,,,,1486.8574,2.9625,,,,,64.0,,,16.25,,,,,,,,,,,,,,1343.585672371805
11.08,5.617631503999999,2.807970487,18.544390358412468,3.537821124,11.07,205.87333333333336,0.0,120.0,160.985,-3.59191544,0.5,15.378862693927696,1.16,2316.666666666667,20.71049392526625,0.23,0.9533333333333334,0.5,,0.5,0.3995,,,,5314.5,2.8833333333333337,,,,,118.0,,,10.333333333333334,,,,,,,,,,,,,,375.58574923274034
8.43,5.128407411,2.687689729,9309.101495923054,3.386276865,9.7075,147.0349,0.75,57.0,75.15235,-2.2099014981250003,0.75,18585.01414281109,0.72,1438.44,13955.355031625828,0.79,0.695,0.54,,0.0,1.4775,,,,676.2719999999999,2.1,,,,,141.0,,,5.482500000000001,,,,,,,,,,,,,,729.6775748147577
15.62,6.29893322,3.722284555,59.903748819823456,4.689784663999999,25.786875,39.6,0.0,105.0,49.46666666666667,-2.00796225625,0.3333333333333333,65.47440605030451,1.02,839.36,70.81614982820753,1.32,0.3,0.29,,0.3333333333333333,0.7340000000000001,,,,1674.666666666667,1.05,,,,,103.0,,,1.9555,,,,,,,,,,,,,,174.58576519250062
7.33,4.894871769,2.630893787,6212.70802871365,3.314718462,9.105,309.40363333333335,0.6666666666666666,66.0,156.40726666666666,-5.364860953333333,0.6666666666666666,18569.536190107043,0.73,2621.7,12402.452597601525,0.8699999999999999,0.9266666666666667,0.53,,0.6666666666666666,0.0638333333333333,,,,1973.286,2.666666666666667,,,,,64.0,,,19.386666666666667,,,,,,,,,,,,,,799.5857155663801
7.33,4.894871769,2.630893787,6215.644781703033,3.314718462,9.105,143.03696666666667,0.6666666666666666,66.0,73.22393333333333,-5.023776085,0.6666666666666666,18570.473200752214,0.73,1531.7,12403.920974096216,0.82,0.8833333333333333,0.58,,0.6666666666666666,0.0,,,,1700.786,2.6666666666666665,,,,,64.0,,,12.016666666666667,,,,,,,,,,,,,,903.5857073085936
7.33,4.894871769,2.630893787,6212.630112710957,3.314718462,9.105,161.9353,0.6,66.0,98.52554,-3.9898865955,0.6,18572.58665300632,0.73,1637.3666666666666,11164.456934222337,0.7799999999999999,0.8266666666666667,0.62,,0.6,0.0,,,,2643.6574,2.6666666666666665,,,,,64.0,,,3.032,,,,,,,,,,,,,,647.5857276354526
7.33,4.894871769,2.630893787,6236.61580975099,3.314718462,9.105,125.80363333333334,0.5,66.0,95.20545,-4.19060798125,0.5,18567.18785557081,0.73,1384.6999999999996,9325.511148935591,0.8600000000000001,0.6233333333333333,0.75,,0.5,0.0,,,,1129.9645,1.7833333333333332,,,,,64.0,,,5.503333333333334,,,,,,,,,,,,,,545.5857357344355
8.43,5.128407411,2.687689729,6219.748046966545,3.386276865,9.7075,183.7466,0.6666666666666666,57.0,93.5082,-2.313057994166667,0.6666666666666666,18586.91018106004,0.72,1692.6266666666666,12410.678307147571,0.6900000000000001,0.86,0.64,,0.0,1.3133333333333332,,,,2263.297333333333,2.6666666666666665,,,,,142.0,,,8.511666666666665,,,,,,,,,,,,,,533.585736687257
7.33,4.894871769,2.630893787,6237.826331631762,3.314718462,9.105,78.23363333333333,0.5,66.0,59.52795,-3.18739909125,0.5,18563.55628992849,0.73,932.3666666666668,9326.41904034617,0.2100000000000002,0.5733333333333334,1.4,,0.5,0.0,,,,3346.2145,2.0,,,,,64.0,,,2.184,,,,,,,,,,,,,,411.5857463742758
6.98,4.815689402,2.630893787,12402.080063729358,3.314718462,9.105,51.10123333333333,0.6,66.0,32.025099999999995,-4.870340767,0.8,18570.95490853893,0.73,594.1033333333334,14878.126904833376,0.95,0.8766666666666666,0.76,,0.6,1.2874,,,,108.1076,3.236666666666667,,,,,64.0,,,1.1916666666666669,,,,,,,,,,,,,,1445.585664272822
7.33,4.894871769,2.630893787,6227.750238302427,3.314718462,9.105,65.20363333333333,0.4,66.0,55.18436,-2.589732630332,0.4,18576.9914827546,0.73,767.3666666666666,7470.259149215952,0.77,0.6566666666666667,0.74,,0.4,0.0,,,,1770.9716,2.1166666666666663,,,,,64.0,,,3.2076666666666664,,,,,,,,,,,,,,483.8158324275748
7.33,4.894871769,2.630893787,6231.018114030357,3.314718462,9.105,128.3703,0.5,66.0,97.13045,-4.224159153332502,0.5,18567.18785557081,0.73,1408.3666666666666,9321.312877145116,0.76,0.64,0.75,,0.5,0.0,,,,960.9645,1.8333333333333333,,,,,64.0,,,5.551666666666668,,,,,,,,,,,,,,557.585734781614
8.43,5.128407411,2.687689729,6236.536660893437,3.386276865,9.7075,194.3066,0.6666666666666666,57.0,74.27431111111113,-2.0159494972222225,0.6666666666666666,18586.24810382186,0.72,1714.6266666666666,12423.365974574255,0.98,0.7933333333333333,0.63,,0.0,1.3133333333333337,,,,2684.9084444444447,2.583333333333333,,,,,139.0,,,8.206666666666667,,,,,,,,,,,,,,588.5857323201583
14.16,6.096226278,3.1964805060000003,22.644884883266,4.027313073999999,16.33,131.515,0.0,107.0,91.81,-4.522137215,0.6666666666666666,11.1384738667504,1.06,1494.25,24.501297194391064,0.98,1.505,0.17,,0.0,1.0833333333333333,,,,4712.0,4.949999999999998,,,,,102.0,,,14.92,,,,,,,,,,,,,,464.5857421659808
7.33,4.894871769,2.630893787,6207.587771243646,3.314718462,9.105,209.7203,0.6,66.0,166.71154,-4.7866280385,0.6,18576.9914827546,0.73,1789.3666666666666,11161.44700731914,0.7699999999999999,1.0333333333333334,0.63,,0.6,0.0,,,,7041.8574,3.25,,,,,64.0,,,9.821,,,,,,,,,,,,,,739.5857203304878
7.33,4.894871769,2.630893787,6210.259974363921,3.314718462,9.105,213.8203,0.6,66.0,167.94154,-4.816855278,0.6,18576.836702982662,0.73,1850.3666666666668,11162.248668255224,0.7699999999999999,0.9833333333333334,0.63,,0.6,0.0,,,,6501.6574,3.0333333333333337,,,,,64.0,,,10.291666666666666,,,,,,,,,,,,,,734.5857207274968
7.33,4.894871769,2.630893787,6209.71255181731,3.314718462,9.105,204.57696666666664,0.6,66.0,165.16853999999995,-4.7438454695,0.6,18576.836702982662,0.73,1742.7,11162.08444149124,0.7699999999999999,1.0066666666666668,0.63,,0.6,0.0,,,,7192.8574,3.2333333333333334,,,,,64.0,,,9.535,,,,,,,,,,,,,,689.5857243005772
8.43,5.128407411,2.687689729,6247.241853172962,3.386276865,9.7075,135.10326666666668,0.6666666666666666,57.0,54.37764444444444,-1.8348509122222223,0.6666666666666666,18578.94759094624,0.72,1373.96,12429.691601329978,1.21,0.6400000000000001,0.53,,0.0,1.3558888888888891,,,,1010.1306666666668,2.1666666666666665,,,,,114.0,,,13.095,,,,,,,,,,,,,,588.5857323201583
8.43,5.128407411,2.687689729,6219.968739379269,3.386276865,9.7075,222.7966,0.75,57.0,85.59235,-2.27065062375,0.75,18586.24810382186,0.72,1979.96,13958.4936318476,0.7000000000000001,0.8966666666666667,0.63,,0.0,1.4775,,,,2831.272,2.7333333333333334,,,,,139.0,,,10.323333333333332,,,,,,,,,,,,,,616.5857300969083
8.43,5.128407411,2.687689729,6210.724904856713,3.386276865,9.7075,209.67326666666668,0.75,57.0,80.6711,-2.1821094175,0.75,18586.4028835938,0.72,1787.6266666666666,13955.027193901644,0.7000000000000001,1.0333333333333334,0.63,,0.0,1.4775,,,,3530.022,3.25,,,,,139.0,,,9.832666666666666,,,,,,,,,,,,,,621.5857296998992
6.98,4.815689402,3.091182017,9334.17341565094,3.894645292,14.76875,39.8464,0.0,71.0,21.3196,-6.4329658358325,0.75,18516.651101935724,0.75,554.605,13963.336191134871,0.2,1.15,1.51,,0.0,4.82775,,,,214.93825,4.555,,,,,72.0,,,1.345,,,,,,,,,,,,,,2109.5856115500314
14.16,6.096226278,3.033694224,32.9143121093167,3.822215211,13.96,88.19999999999997,0.0,107.0,78.46000000000002,-2.992766303,0.4,40.11744704170391,1.06,1129.5,28.432548375878763,1.09,1.2699999999999998,0.17,,0.0,0.65,,,,4111.2,4.016666666666667,,,,,102.0,,,11.012666666666664,,,,,,,,,,,,,,314.5857540762497
14.16,6.096226278,3.560590636,38.80189886232103,4.486063093,22.5702380952,93.4,0.0,107.0,84.03999999999998,-3.161816993,0.4,41.7469885790685,1.06,1353.1666666666667,33.5684222998462,1.25,1.21,0.17,,0.0,0.65,,,,2126.4,3.773333333333333,,,,,102.0,,,11.38,,,,,,,,,,,,,,310.5857543938568
7.33,4.894871769,2.630893787,6223.081421001029,3.314718462,9.105,57.5703,0.1428571428571428,66.0,87.9729857142857,-2.9699749335714287,0.1428571428571428,18570.473200752214,0.73,877.3666666666667,2693.8482315813976,0.82,0.76,0.58,,0.1428571428571428,0.0,,,,3139.347,2.4,,,,,64.0,,,10.696666666666667,,,,,,,,,,,,,,440.3395289741532
6.98,4.815689402,3.091182017,9306.054740050942,3.894645292,14.76875,129.4264,0.0,71.0,129.4264,-5.61184825625,0.5,18572.88845313572,0.75,1277.105,9306.054740050942,1.09,1.48,0.62,,0.0,3.2185,,,,2952.6255,5.48,,,,,72.0,,,2.97,,,,,,,,,,,,,,670.5857258092112
10.33,5.487907316,2.74306794,19.723927991653035,3.456049039,10.32,249.63333333333333,0.0,107.0,188.0125,-5.427889344375,0.5,17.2728373749361,1.06,2304.166666666667,22.980863107263534,0.5199999999999999,1.6333333333333333,0.17,,0.0,1.102375,,,,2898.75,5.15,,,,,102.0,,,28.743333333333336,,,,,,,,,,,,,,494.5857397839269
28.3,7.678955297999999,4.111975037,75.70635226523561,5.180763906,34.7633333333,59.185,0.0,138.0,59.185,-1.997964483335,0.0,83.49932708537679,1.36,1102.5,75.70635226523561,0.77,0.275,0.97,,0.5,0.2319999999999999,,,,4059.5,0.975,,,,,140.0,,,9.735,,,,,,,,,,,,,,166.585765827715
7.33,4.894871769,2.630893787,9313.076927605976,3.314718462,9.105,27.02045,0.6666666666666666,66.0,19.1506,-4.21829543889,0.6666666666666666,18558.240477766853,0.73,675.55,12406.117007233785,0.43,0.0,0.97,,1.0,0.1546666666666666,,,,2080.9526666666666,0.0,,,,,64.0,,,8.799999999999997,,,,,,,,,,,,,,731.5857209657021
8.43,5.128407411,2.687689729,6239.157270756401,3.386276865,9.7075,66.68993333333333,0.6,57.0,41.32188,-1.5199580415000002,0.6,18578.386274232973,0.72,802.96,11184.13778938528,0.8900000000000001,0.59,0.72,,0.0,1.182,,,,655.0176,1.85,,,,,160.0,,,3.6416666666666666,,,,,,,,,,,,,,459.5857425629897
16.51,6.416364372,3.2135708380000003,29.755375880822506,4.048845545,16.5933333333,204.88,0.0,128.0,162.80166666666662,-3.1286552658333333,0.0,15.9865880389278,1.23,2404.0,27.0909445410012,0.3999999999999999,1.14,0.76,,0.0,0.0,,,,3524.166666666667,3.4733333333333336,,,,,152.0,,,9.663333333333334,,,,,,,,,,,,,,384.58574851812415
14.16,6.096226278,3.2135708380000003,29.09627533843987,4.048845545,16.5933333333,186.35666666666663,0.0,107.0,144.2783333333333,-3.5563708333333333,0.3333333333333333,15.9865880389278,1.06,1968.5,26.431843998618568,0.99,1.27,0.17,,0.0,0.5416666666666666,,,,1899.5,3.8566666666666665,,,,,102.0,,,9.246666666666666,,,,,,,,,,,,,,456.5857428011951
7.33,4.894871769,2.630893787,6233.686081351666,3.314718462,9.105,157.8703,0.5,66.0,119.25545,-4.2689308245825,0.5,18559.183953606884,0.73,1580.033333333333,9323.3138526361,0.49,0.62,1.02,,0.5,0.0,,,,1332.7145,1.8166666666666669,,,,,64.0,,,4.648333333333333,,,,,,,,,,,,,,496.5857396251232
7.33,4.894871769,2.630893787,9306.870612284638,3.314718462,9.105,75.25545,0.5,66.0,75.25545,-3.3133394075,0.5,18570.65310840953,0.73,852.55,9306.870612284638,0.6399999999999999,0.49,0.76,,0.5,0.0,,,,268.2145,1.425,,,,,64.0,,,1.61,,,,,,,,,,,,,,800.5857154869783
16.2,6.375951415,3.1964805060000003,26.079314189773825,4.027313073999999,16.33,127.01333333333334,0.0,119.0,119.7625,-2.484191360415,0.0,22.362680932361894,1.2,1492.6666666666663,29.419067862893552,0.57,1.2066666666666666,0.58,,0.0,0.0,,,,4538.25,3.95,,,,,115.0,,,12.78,,,,,,,,,,,,,,243.5857597137769
15.62,6.29893322,3.2135708380000003,41.51948951920813,4.048845545,16.5933333333,78.0,0.0,105.0,78.0,-2.354881114026667,0.3333333333333333,54.3038066032026,1.02,1121.5733333333333,41.51948951920813,1.22,0.5433333333333333,0.29,,0.3333333333333333,0.7340000000000001,,,,1117.0,1.7000000000000002,,,,,103.0,,,2.352,,,,,,,,,,,,,,399.5857473270973
11.08,5.617631503999999,2.807970487,38.630642810539655,3.537821124,11.07,129.93333333333334,0.0,107.0,116.675,-2.8190608222900004,0.25,64.01792275117799,1.06,1595.166666666667,47.93494827867423,1.34,1.2566666666666666,0.17,,0.0,0.40625,,,,3113.75,4.083333333333333,,,,,102.0,,,11.491666666666667,,,,,,,,,,,,,,356.58575074137434
7.33,4.894871769,2.630893787,9309.581975875732,3.314718462,9.105,146.89045000000004,0.6666666666666666,66.0,99.06393333333334,-4.491543633333333,0.6666666666666666,18565.23038122733,0.73,1482.55,12403.78703941362,0.69,0.62,0.71,,0.6666666666666666,0.0,,,,2437.619333333333,2.075,,,,,64.0,,,3.685,,,,,,,,,,,,,,717.5857220773271
15.62,6.29893322,3.1964805060000003,36.4038251397524,4.027313073999999,16.33,133.61,0.0,105.0,132.292,-3.1297485635,0.4,47.8936337248044,1.02,1765.24,30.69073383276384,1.13,0.7233333333333334,0.29,,0.4,0.8808,,,,5682.0,2.223333333333333,,,,,103.0,,,6.713666666666668,,,,,,,,,,,,,,250.5857591579644
