n_ws^third_composition_average,AtomicVolume_difference,GSenergy_pa_arithmetic_average,HeatFusion_composition_average,GSenergy_pa_composition_average,ICSDVolume_composition_average,BoilingT_composition_average,MeltingT_composition_average,MeltingT_difference,ShearModulus_min_value,phi_composition_average,BulkModulus_composition_average,ShearModulus_max_value,n_ws^third_max_value,ElasticModulus_composition_average,ElasticModulus_min_value,BulkModulus_min_value,ThermalExpansionCoefficient_max_value,ThermalExpansionCoefficient_composition_average,BoilingT_max_value,BCCefflatcnt_composition_average,HeatVaporization_composition_average,MeltingT_max_value,ElasticModulus_arithmetic_average,BCCvolume_pa_composition_average,AtomicRadii_composition_average,SecondIonizationEnergy_composition_average,MeltingT_min_value,IonicRadii_difference,BCCenergy_pa_arithmetic_average,ICSDVolume_min_value,BCCfermi_composition_average,BCCvolume_padiff_composition_average,HeatFusion_min_value,n_ws^third_arithmetic_average,HeatFusion_max_value,BCCenergy_pa_composition_average,phi_arithmetic_average,CovalentRadii_composition_average,BulkModulus_max_value,IonizationEnergy_composition_average,BoilingT_difference,GSestFCClatcnt_composition_average,IonizationEnergy_difference,GSestBCClatcnt_composition_average,Polarizability_composition_average,ThermalExpansionCoefficient_min_value,ThermalExpansionCoefficient_difference,BoilingT_arithmetic_average,ElasticModulus_max_value,Electronegativity_composition_average,HeatFusion_arithmetic_average,ThermalExpansionCoefficient_arithmetic_average,MeltingT_arithmetic_average,BCCfermi_arithmetic_average,ICSDVolume_arithmetic_average,target
1.665,5.5985638343967,-6.370432208333334,14.23,-6.5479214425,12.625,3081.5,1570.1175,877.53,26.0,,,82.0,1.77,174.375,70.5,76.0,,,,5.760381763250001,346.725,,,,1.29425,17.281999999999996,,,-6.305252686666668,,6.6240990825,,,1.6366666666666667,,-6.4739611575,4.743333333333333,1.1675,,,,,,,,,,,,,,,,,,187.8807322
1.422,4.7644825856100015,-3.71303897,11.866,-3.7195158,14.68,2955.2,1103.19,424.3,26.0,,,48.0,1.47,91.9,70.5,76.0,,,,6.128479079600001,294.68,,,,1.3692,19.4136,,,-3.646537205,,6.409939932,,,1.43,,-3.64726719,4.325,1.176,,,,,,,,,,,,,,,,,,102.134362
1.4449999999999998,10.438769262540902,-5.793459091666668,16.2775,-5.26525802375,15.65,3517.0,1538.7525,1572.53,26.0,,,48.0,1.47,114.375,70.5,76.0,,,,6.187767223,388.2175,,,,1.3875,18.58425,,,-5.689241256666668,,5.3135558475,,,1.4366666666666663,,-5.1776527625,4.083333333333334,1.24,,,,,,,,,,,,,,,,,,134.7117253
1.2875,4.949633562365398,-2.807655015,8.7825,-3.2765390675,17.85,2497.75,813.525,479.78,4.2,,,26.0,1.39,55.375,10.0,11.0,,,,6.455874190499999,254.87500000000003,,,,1.46,33.2805,,,-2.757860955,,5.8798572225,,,1.185,,-3.2040240425000004,3.5250000000000004,1.1925,,,,,,,,,,,,,,,,,,64.08862024
1.585,4.381720051911398,-5.967920980113333,14.275,-5.760384377585,14.55,2899.5,1527.1425,894.5799999999998,26.0,,,78.0,1.67,130.625,70.5,76.0,,,,6.06735742975,324.285,,,,1.355,18.432,,,-5.87053693,,6.428248615,,,1.5566666666666666,,-5.675655922500002,4.7,1.2275,,,,,,,,,,,,,,,,,,141.40447880000005
1.5933333333333333,4.381720051911398,-6.2648326834466666,15.265,-6.2648326834466666,14.633333333333336,3074.666666666666,1497.956666666667,1107.93,26.0,,,78.0,1.78,147.83333333333334,70.5,76.0,,,,6.070920194666666,340.3300000000001,,,,1.35,17.677,,,-6.148578626666668,,7.68636929,,,1.5933333333333333,,-6.148578626666668,4.766666666666668,1.2166666666666666,,,,,,,,,,,,,,,,,,122.9125568
1.5625,4.381720051911398,-7.235083020113333,14.5075,-7.681453577669999,13.7,2785.0,1538.6175,1249.53,26.0,,,78.0,1.64,148.875,70.5,76.0,,,,5.858688524,294.245,,,,1.30775,16.189500000000002,,,-7.153286193333333,,7.34224519,,,1.5466666666666666,,-7.582567335,4.300000000000002,1.1849999999999998,,,,,,,,,,,,,,,,,,184.5214856
1.5019999999999998,1.8960382489461995,-4.441598845,13.122,-4.3023637,15.84,2969.600000000001,1291.302,894.5799999999998,26.0,,,44.0,1.67,93.1,70.5,76.0,,,,6.3375836968,331.8,,,,1.408,19.1488,,,-4.370600015,,6.733239724000001,,,1.5299999999999998,,-4.226517438,4.825,1.22,,,,,,,,,,,,,,,,,,128.6015714
1.585,1.2339610107756993,-4.8869664,16.442500000000006,-4.8869664,15.85,3445.0,1487.435,1107.93,26.0,,,61.0,1.78,122.75,70.5,76.0,,,,6.3465805445,400.625,,,,1.4049999999999998,18.6955,,,-4.787662559999999,,7.7420825949999985,,,1.585,,-4.787662559999999,4.925000000000002,1.24,,,,,,,,,,,,,,,,,,184.17776
1.5459999999999998,1.2339610107756993,-4.8869664,15.296,-4.658657744,16.0,3314.4,1376.642,1107.93,26.0,,,61.0,1.78,112.3,70.5,76.0,,,,6.371073261599999,378.66,,,,1.41,18.722,,,-4.787662559999999,,7.74648076,,,1.585,,-4.560167474,4.925000000000002,1.228,,,,,,,,,,,,,,,,,,153.4872468
1.6966666666666668,1.8840902878964003,-8.0812254425,26.29,-9.526492883333336,15.333333333333332,4843.333333333333,2617.1566666666668,2525.53,26.0,,,178.0,1.85,330.8333333333333,70.5,76.0,,,,6.28082904,568.3333333333334,,,,1.39,6.276,,,-7.87598259,,8.419156106666666,,,1.62,,-9.284581076666663,4.7,1.2466666666666666,,,,,,,,,,,,,,,,,,255.0963887
1.4233333333333331,11.4414365092915,-6.408523260000001,16.486666666666668,-5.500321518333332,18.933333333333334,3167.4999999999995,1505.9016666666666,1673.53,26.0,,,173.0,1.83,133.58333333333334,70.5,57.0,,,,6.605220802333333,341.62833333333333,,,,1.4711666666666663,16.474,,,-6.1310702233333325,,6.826017101666667,,,1.4966666666666666,,-5.310946015,4.283333333333333,1.2783333333333329,,,,,,,,,,,,,,,,,,111.9486203
1.44,0.0,-4.650889115,24.44,-4.650889115,21.5,887.0,1090.0,0.0,0.0,,,0.0,1.44,39.0,39.0,22.0,,,,6.725130247,32.4,,,,1.39,18.633,,,-4.21496399,,6.47464548,,,1.44,,-4.21496399,4.8,1.2,,,,,,,,,,,,,,,,,,42.83306505
1.56875,7.803673251014301,-7.22274162767,26.8975,-7.6721975333375,15.125,2648.625,1582.0,168.0,78.0,,,78.0,1.61,184.5,162.0,100.0,,,,5.759799438625,271.9625,,,,1.27,15.904375,,,-6.886210575,,8.45224468,,,1.5550000000000002,,-7.382260621249999,4.575,1.1475,,,,,,,,,,,,,,,,,,148.0602356
1.459090909090909,28.7886368338589,-5.407253006666667,35.54,-5.721700592272727,24.31818181818182,3342.454545454545,1913.5454545454545,1624.0,7.4,,,210.0,1.83,258.45454545454544,21.0,17.0,,,,6.767400327545454,377.66636363636366,,,,1.5107272727272727,9.181181818181818,,,-5.01880839,,7.900351668181817,,,1.413333333333333,,-5.2998583154545456,4.266666666666667,1.34,,,,,,,,,,,,,,,,,,131.56364309999998
1.5766666666666669,7.9234402427192,-7.4653172725,40.473333333333336,-6.7851841833333335,17.333333333333336,3096.666666666667,1851.333333333333,493.0,115.0,,,115.0,1.73,194.3333333333333,162.0,100.0,,,,5.984355352000001,352.5,,,,1.2963333333333331,16.39666666666667,,,-7.203408984999999,,9.26862401,,,1.615,,-6.4362761200000005,4.675000000000002,1.1333333333333333,,,,,,,,,,,,,,,,,,195.4284062
1.21,0.0,-6.464599775,11.39,-6.464599775,32.9,3618.0,1799.0,0.0,26.0,,,26.0,1.21,64.4,64.4,41.0,,,,8.043925049,393.3,,,,1.81,12.24,,,-6.34029752,,3.23208944,,,1.21,,-6.34029752,3.2,1.62,,,,,,,,,,,,,,,,,,41.34642831
1.785,1.3523302191896,-9.84730961,38.39,-10.34670869,15.075,4859.25,2856.75,157.0,20.0,,,210.0,1.83,374.75,322.0,230.0,,,,6.271982041999999,583.6949999999998,,,,1.36075,12.34575,,,-9.53663167,,8.8877445775,,,1.8,,-10.19136972,5.1,1.2925,,,,,,,,,,,,,,,,,,288.1683605
1.3233333333333337,18.4140584742468,-6.229453263333332,15.33222222222222,-6.025920842222222,24.61111111111111,2830.222222222222,1611.3955555555551,910.22,20.0,,,82.0,1.77,91.66666666666666,67.0,42.0,,,,7.0206498816666665,257.13777777777784,,,,1.561888888888889,14.004444444444449,,,-6.115830216666668,,5.548958145555557,,,1.4333333333333331,,-5.899762397777778,4.193333333333333,1.4011111111111112,,,,,,,,,,,,,,,,,,72.00817753
1.31,8.414886401081699,-5.015468105,12.97,-5.438816433333333,22.13333333333333,2999.333333333333,1520.49,880.53,26.0,,,29.0,1.39,76.83333333333334,70.5,57.0,,,,6.877700183333332,300.1333333333333,,,,1.5473333333333332,14.809333333333331,,,-4.911139145,,5.555891833333334,,,1.33,,-5.3314564833333336,3.725,1.3533333333333333,,,,,,,,,,,,,,,,,,70.28469057
1.4223076923076925,0.7356900935147994,-8.35211187,13.910000000000002,-4.454144466153847,16.53846153846154,3025.538461538461,1145.8953846153845,2761.53,26.0,,,161.0,1.81,95.92307692307692,70.5,76.0,,,,6.460364697,300.9369230769232,,,,1.4253846153846157,17.379692307692302,,,-8.304493875,,7.734489042307692,,,1.6,,-4.366234321538462,4.5,1.189230769230769,,,,,,,,,,,,,,,,,,91.67506553
1.2999999999999998,16.418788365009707,-5.1050114475,11.05,-5.1050114475,24.75,3205.0,1366.235,865.53,26.0,,,26.0,1.39,67.45,64.4,41.0,,,,7.2564845895,342.05,,,,1.62,15.534,,,-4.995242325,,5.49808143,,,1.2999999999999998,,-4.995242325,3.7,1.4,,,,,,,,,,,,,,,,,,59.58313418
1.27,16.418788365009707,-5.1050114475,11.163333333333336,-5.558207556666666,27.46666666666667,3342.666666666666,1510.49,865.53,26.0,,,26.0,1.39,66.43333333333334,64.4,41.0,,,,7.518964742666666,359.13333333333327,,,,1.6833333333333331,14.436,,,-4.995242325,,4.742750766666667,,,1.2999999999999998,,-5.443594056666668,3.7,1.4733333333333334,,,,,,,,,,,,,,,,,,54.61876939
1.4225,4.5969944633948,-2.53978976,10.1625,-2.874741185,18.075,2750.5,1116.4199999999996,883.6399999999999,4.2,,,27.0,1.57,61.225,10.0,11.0,,,,6.437645052750001,280.0975,,,,1.469,34.550250000000005,,,-2.5249938,,4.5603692625,,,1.275,,-2.85472331,4.0,1.3125,,,,,,,,,,,,,,,,,,98.80925267
1.5833333333333337,4.734359150881998,-6.11512893017,12.670000000000002,-5.146650156780001,15.333333333333332,2864.0,1397.8866666666663,181.67000000000007,27.0,,,78.0,1.61,118.2,78.3,120.0,,,,6.136358907000001,289.5333333333333,,,,1.3746666666666667,18.894,,,-6.0274317900000005,,6.5281516533333335,,,1.59,,-5.079772133333334,4.800000000000002,1.2833333333333334,,,,,,,,,,,,,,,,,,123.7011453
1.545,0.6892535423256021,-5.492459865,13.35,-5.492459865,17.25,3344.5,1639.165,603.6700000000002,27.0,,,44.0,1.57,94.15,78.3,110.0,,,,6.4517855665,374.815,,,,1.4449999999999998,17.0505,,,-5.422860465,,4.490453544999999,,,1.545,,-5.422860465,4.475,1.33,,,,,,,,,,,,,,,,,,137.2811928
1.39,16.066149266039105,-4.8371461925,11.97,-4.8371461925,24.9,3373.5,1568.165,461.6700000000001,26.0,,,27.0,1.57,71.35,64.4,41.0,,,,7.244331831,358.865,,,,1.626,16.3805,,,-4.76237517,,4.61842279,,,1.39,,-4.76237517,4.175000000000002,1.48,,,,,,,,,,,,,,,,,,86.38813909999998
1.652,9.903956524867011,-6.9241801125,21.158,-7.558008396,14.1,4107.4,2274.0,1190.0,38.0,,,132.0,1.67,182.8,104.0,130.0,,,,5.974409389,532.86,,,,1.3054,15.8764,,,-6.87429672,,6.179536865999999,,,1.6549999999999998,,-7.518101682,4.55,1.164,,,,,,,,,,,,,,,,,,165.1096772
1.6625,9.903956524867011,-6.9241801125,13.42125,-5.33960940375,10.6,3311.5,1857.5,1190.0,38.0,,,132.0,1.67,251.75,104.0,130.0,,,,5.404447526249999,395.275,,,,1.19725,17.23825,,,-6.87429672,,7.2975373124999985,,,1.6549999999999998,,-5.264784315,4.55,1.01,,,,,,,,,,,,,,,,,,154.7109861
1.73,6.612157774163709,-8.08603323,16.62333333333333,-6.642368385000001,10.3,3785.0,2193.0,1899.0,132.0,,,178.0,1.85,354.33333333333326,301.0,130.0,,,,5.393795105,433.7000000000001,,,,1.2033333333333334,12.140666666666664,,,-7.87852498,,8.312971856666666,,,1.76,,-6.470773956666667,5.125,1.0266666666666666,,,,,,,,,,,,,,,,,,242.3043588
1.643333333333333,9.948553103734106,-7.8032191174999985,27.01166666666667,-9.152612591666667,14.433333333333335,4735.0,2713.333333333333,1730.0,69.0,,,132.0,1.67,222.3333333333333,183.0,130.0,,,,6.078108796,590.3333333333333,,,,1.3266666666666669,6.070333333333332,,,-7.753335724999999,,6.322865386666668,,,1.65,,-9.119356996666667,4.55,1.1933333333333334,,,,,,,,,,,,,,,,,,186.8179921
1.595,9.53814070335631,-5.7651329075,11.0225,-5.7651329075,12.85,3151.5,1750.5,381.0,44.0,,,132.0,1.67,205.5,110.0,110.0,,,,5.728082215,361.1,,,,1.284,15.895499999999998,,,-5.65827001,,5.536130005,,,1.595,,-5.65827001,4.425,1.11,,,,,,,,,,,,,,,,,,125.8965768
1.66,5.74672176553041,-6.3471496925,12.43,-5.483112693333332,10.0,3055.333333333333,1767.6666666666663,623.0,47.0,,,132.0,1.67,243.66666666666663,129.0,130.0,,,,5.307058265333335,346.9,,,,1.187,17.024,,,-6.2972663,,7.549080033333331,,,1.6549999999999998,,-5.416601503333332,4.65,1.0066666666666666,,,,,,,,,,,,,,,,,,160.0568703
1.7166666666666668,7.760557968545309,-8.3569196575,22.7,-6.822959336666668,10.666666666666666,3771.333333333334,2271.666666666667,2135.0,132.0,,,161.0,1.81,334.3333333333333,301.0,130.0,,,,5.450291773666667,338.86,,,,1.2033333333333334,12.140666666666664,,,-8.307036265,,7.857231543333333,,,1.74,,-6.756448146666667,4.925,1.0333333333333332,,,,,,,,,,,,,,,,,,217.9966896
1.075,18.3254452328414,-1.099217563707,5.4175,-1.099217563707,33.95,1193.365,674.66,880.6800000000002,7.4,,,7.4,1.24,21.5,21.0,17.0,,,,7.739429817,106.985,,,,1.785,15.315,,,-1.043545085,,3.08178021,,,1.075,,-1.043545085,3.375,1.615,,,,,,,,,,,,,,,,,,35.02446618
1.13,18.3254452328414,-1.099217563707,4.376666666666666,-0.8161802299426667,30.56666666666667,1005.4866666666668,527.88,880.6800000000002,7.4,,,7.4,1.24,21.666666666666664,21.0,17.0,,,,7.524894908999999,91.09,,,,1.7233333333333332,16.463,,,-1.043545085,,3.14389909,,,1.075,,-0.74897371,3.375,1.5733333333333333,,,,,,,,,,,,,,,,,,37.53103878
1.042,18.3254452328414,-1.099217563707,6.042000000000001,-1.2690399639656,35.98000000000001,1306.092,762.7280000000001,880.6800000000002,7.4,,,7.4,1.24,21.4,21.0,17.0,,,,7.868150761800001,116.522,,,,1.822,14.6262,,,-1.043545085,,3.044508882,,,1.075,,-1.22028791,3.375,1.64,,,,,,,,,,,,,,,,,,30.37928172
1.1575,15.970402040407,-2.9546883275,7.4975,-3.45786770875,31.275,2595.5,657.56,609.9200000000002,7.4,,,18.0,1.24,42.75,21.0,17.0,,,,7.638700722749999,256.445,,,,1.7075,13.94175,,,-2.9110923250000003,,7.5117663525,,,1.075,,-3.4030088825,3.35,1.4925,,,,,,,,,,,,,,,,,,43.3535896
1.24,3.0317166138352007,-0.531139893707,4.904999999999999,-0.624818004138,22.266666666666666,903.2433333333332,474.2533333333334,359.9000000000001,19.0,,,19.0,1.24,48.66666666666667,22.0,25.0,,,,6.898454572333334,86.34666666666666,,,,1.526,17.525,,,-0.450085,,3.714908483333333,,,1.24,,-0.5468363466666666,4.125,1.4366666666666663,,,,,,,,,,,,,,,,,,37.35120829
1.81,0.0,-10.355151195,33.29,-10.355151195,14.2,4538.0,2430.0,0.0,0.0,,,0.0,1.81,380.0,380.0,0.0,,,,6.136146578,502.0,,,,1.358,15.26,,,-10.09176138,,9.04413786,,,1.81,,-10.09176138,5.3,1.27,,,,,,,,,,,,,,,,,,300.1873372
1.205,1.6422676398317009,-1.1772232675,7.3450000000000015,-1.1772232675,22.45,1201.5,758.61,328.78,17.0,,,19.0,1.24,53.2,44.4,42.0,,,,6.9766902705,113.735,,,,1.5445000000000002,15.9715,,,-1.127004935,,4.0123748500000005,,,1.205,,-1.127004935,3.75,1.385,,,,,,,,,,,,,,,,,,43.23874676
1.6625,3.303746711753101,-7.615548050000001,20.055,-6.37666131,15.55,3681.25,2058.5375,921.95,38.0,,,44.0,1.67,121.25,104.0,170.0,,,,6.261743378999999,467.5,,,,1.3885,18.3025,,,-7.592167215,,5.1156974025,,,1.6549999999999998,,-6.3415900575,4.75,1.295,,,,,,,,,,,,,,,,,,200.0772135
1.41,31.9413266193584,-4.258047276666666,11.444166666666666,-4.151492994583333,17.975,2773.75,1087.6858333333332,834.53,7.4,,,75.0,1.75,89.29166666666666,21.0,17.0,,,,6.468255656250001,293.2058333333333,,,,1.4455,17.953583333333334,,,-4.185844303333333,,7.0877428191666665,,,1.35,,-4.061593043333333,3.95,1.2233333333333332,,,,,,,,,,,,,,,,,,84.50446971
1.2933333333333332,15.136843330164702,-3.06132474,9.743333333333332,-3.06132474,20.73333333333333,2479.333333333333,928.6166666666668,852.69,17.0,,,48.0,1.47,72.8,44.4,45.0,,,,6.720610727666668,239.49,,,,1.4993333333333334,16.653,,,-3.017161183333333,,5.838580793333334,,,1.2933333333333332,,-3.017161183333333,4.016666666666668,1.3133333333333332,,,,,,,,,,,,,,,,,,63.14753314
0.49,18580.064509248725,-1.78397393375,1.6275,-1.78397393375,19.0,849.94,253.595,400.19,4.2,,,4.2,0.98,5.0,10.0,11.0,,,,5.772385891500001,75.1849,,,,1.135,55.804,,,-1.346740955,,-0.67987692,,,0.49,,-1.346740955,1.425,0.975,,,,,,,,,,,,,,,,,,69.88112627
1.755,4.505020004689102,-8.9632484575,21.52,-8.02181880125,12.2,3628.0,2050.0,1128.0,20.0,,,75.0,1.77,236.5,208.0,180.0,,,,5.70757071575,427.5750000000001,,,,1.28025,16.910249999999998,,,-8.91309717,,6.76456052,,,1.76,,-7.94659187,4.875,1.1949999999999998,,,,,,,,,,,,,,,,,,260.4247157
0.5559999999999999,18575.60274197189,-4.2511075125,4.416,-4.352244391,17.020000000000003,1170.86,406.268,878.6700000000002,26.0,,,26.0,1.39,28.2,70.5,76.0,,,,5.5245407134,118.36654,,,,1.01,28.6014,,,-3.05496937,,4.949749468,,,0.695,,-2.9359258180000003,2.1,0.91,,,,,,,,,,,,,,,,,,232.321
1.6733333333333331,10.33854989352136,-7.226462637085,38.183333333333344,-7.0435411427800005,11.0,4035.333333333333,2212.333333333333,407.0,44.0,,,44.0,1.75,330.6666666666667,110.0,110.0,,,,5.224057236,480.26666666666665,,,,1.136,21.296,,,-6.313849685,,7.831788289999999,,,1.635,,-5.86471021,4.55,0.9866666666666666,,,,,,,,,,,,,,,,,,253.2916341
1.65,8.2850135263508,-10.5875016625,42.525,-10.5875016625,18.1,5080.5,2906.0,800.0,30.0,,,222.0,1.85,344.5,139.0,110.0,,,,6.601337581,644.335,,,,1.452,7.4625,,,-10.05350751,,6.75499636,,,1.65,,-10.05350751,4.5,1.35,,,,,,,,,,,,,,,,,,229.2309304
1.615,7.570324925877101,-7.5460369525,19.355,-6.3419057612500005,16.625,3646.0,1997.5375,677.95,30.0,,,44.0,1.67,130.0,127.0,110.0,,,,6.36698522375,460.24250000000006,,,,1.42225,18.45375,,,-7.43283113,,5.0734095275,,,1.56,,-6.261922015,4.525,1.3199999999999998,,,,,,,,,,,,,,,,,,178.5165675
1.5233333333333334,7.570324925877101,-7.5460369525,23.71333333333333,-8.34879108,19.83333333333333,4329.333333333333,2280.016666666667,677.95,30.0,,,44.0,1.67,135.0,127.0,110.0,,,,6.744638851666666,571.8133333333334,,,,1.501,16.493333333333332,,,-7.43283113,,4.884110106666666,,,1.56,,-8.213437206666667,4.525,1.3866666666666667,,,,,,,,,,,,,,,,,,136.8016938
1.615,6.9082476877066,-7.9914045075,24.6875,-7.9914045075,18.75,4487.0,2273.7,464.5999999999999,30.0,,,61.0,1.78,157.0,139.0,110.0,,,,6.6354393565,585.76,,,,1.472,16.744,,,-7.849893675,,6.22638117,,,1.615,,-7.849893675,4.625,1.37,,,,,,,,,,,,,,,,,,184.791823
1.6975,6.9082476877066,-7.9914045075,23.43125,-7.00995709375,16.924999999999994,4292.5,2157.55,464.5999999999999,30.0,,,61.0,1.78,166.0,139.0,110.0,,,,6.42977815775,548.105,,,,1.426,17.653499999999994,,,-7.849893675,,6.97323647,,,1.615,,-6.8875158325,4.625,1.335,,,,,,,,,,,,,,,,,,232.9228296
1.63,8.117699685914099,-10.154725265,30.245,-10.154725265,18.3,4707.0,2468.0,76.0,30.0,,,30.0,1.81,259.5,139.0,110.0,,,,6.591454166,581.5350000000002,,,,1.461,15.0925,,,-9.93320537,,6.888404215,,,1.63,,-9.93320537,4.45,1.355,,,,,,,,,,,,,,,,,,191.9431004
1.2166666666666666,1.3894489740035,-0.896188936207,4.3566666666666665,-0.6808278116093334,23.66666666666667,874.1533333333333,463.88,688.6800000000002,17.0,,,17.0,1.24,29.466666666666665,22.0,25.0,,,,7.115087138333332,82.06666666666666,,,,1.6,17.517666666666667,,,-0.836750895,,3.5409097000000003,,,1.205,,-0.6111109166666666,3.825,1.4466666666666668,,,,,,,,,,,,,,,,,,40.62773366
1.19625,1.3894489740035,-0.896188936207,6.1606250000000005,-1.05770977965525,23.55,1088.02375,664.745,688.6800000000002,17.0,,,17.0,1.24,36.0,22.0,25.0,,,,7.131941427999999,101.9875,,,,1.6,16.4315,,,-0.836750895,,3.77958594375,,,1.205,,-1.00598087875,3.825,1.40875,,,,,,,,,,,,,,,,,,42.99599253
1.255,0.3975688489613986,-3.2678093262070003,8.1975,-3.2678093262070003,24.35,1866.365,1024.16,1579.68,29.0,,,29.0,1.27,51.0,22.0,25.0,,,,7.0889266515,182.05,,,,1.6030000000000002,15.7795,,,-3.16596106,,3.859968945,,,1.255,,-3.16596106,3.725,1.465,,,,,,,,,,,,,,,,,,75.83338144
1.1525,6.845671811311599,-3.50383074,6.435,-2.686858825,19.875000000000004,2020.25,797.28,1374.36,4.2,,,44.0,1.67,39.25,10.0,11.0,,,,6.34737154075,208.65,,,,1.50625,62.386,,,-3.47827384,,1.4671537675,,,1.325,,-2.67190431,4.15,1.2425,,,,,,,,,,,,,,,,,,36.95736824
1.13,11.7611015272621,-2.356977971666667,5.0545,-2.23520520625,21.325000000000006,1821.25,526.285,238.98999999999995,4.2,,,43.0,1.32,41.25,10.0,11.0,,,,6.579886117999999,174.9675,,,,1.513,46.468,,,-2.305850573333333,,3.3550094550000003,,,1.18,,-2.195771625,3.7,1.28,,,,,,,,,,,,,,,,,,37.57849469
1.1833333333333331,9.790919786892903,-4.0034360425,9.45,-3.1830481316666663,26.566666666666663,2114.6666666666665,1215.0,876.0,17.0,,,26.0,1.21,51.06666666666666,44.4,41.0,,,,7.450382502333331,216.16666666666663,,,,1.67,14.103333333333332,,,-3.926984175,,3.8016667466666663,,,1.19,,-3.1225463933333337,3.325,1.4466666666666668,,,,,,,,,,,,,,,,,,42.84438382
1.7825,4.434258571016702,-9.64397755,36.4425,-9.419305560000002,15.025,4571.5,2642.75,143.0,38.0,,,173.0,1.83,348.5,104.0,170.0,,,,6.20155059675,598.3525,,,,1.351,16.15,,,-9.332126955,,7.7956657200000015,,,1.735,,-8.951529667500003,4.725,1.2725,,,,,,,,,,,,,,,,,,270.5559606
1.7000000000000002,3.9108073480586008,-7.51443632,23.48,-7.38404092,13.025,3866.0,2163.0,296.0,44.0,,,150.0,1.76,275.0,110.0,110.0,,,,6.16307529325,477.8425,,,,1.37075,16.955,,,-7.28562601,,6.2706560075,,,1.64,,-7.09780496,4.6,1.2675,,,,,,,,,,,,,,,,,,230.4850315
1.6725,4.434258571016702,-7.677792740000001,29.472500000000004,-8.057002947500001,15.675,4163.75,2224.3675000000007,1816.53,26.0,,,173.0,1.83,258.625,70.5,76.0,,,,6.303777628250001,529.11,,,,1.37725,16.667,,,-7.438147013333332,,7.5466140075,,,1.62,,-7.721343355,4.55,1.255,,,,,,,,,,,,,,,,,,230.519134
1.6166666666666667,6.448503307312702,-7.464926231666667,34.31666666666667,-7.464926231666667,17.200000000000006,3718.666666666667,2078.333333333333,920.0,44.0,,,173.0,1.83,234.0,110.0,100.0,,,,6.2263670673333325,450.6566666666666,,,,1.3643333333333332,15.561666666666667,,,-7.04473696,,7.216948633333335,,,1.6166666666666667,,-7.04473696,4.633333333333333,1.2266666666666668,,,,,,,,,,,,,,,,,,202.2488015
1.6683333333333334,19.287703071772107,-6.8591226475,24.056666666666665,-7.122137895833332,15.066666666666665,3909.666666666666,2164.0,438.0,26.0,,,150.0,1.76,285.7333333333333,64.4,41.0,,,,6.394395467333333,478.375,,,,1.4225,17.106666666666666,,,-6.6251407150000015,,6.67936854,,,1.485,,-6.815036178333332,4.300000000000002,1.3116666666666668,,,,,,,,,,,,,,,,,,177.61967969999995
1.3161538461538462,9.803627183789096,-3.7627565025,7.608923076923077,-1.6281163130769232,15.853846153846153,1327.923076923077,778.9353846153847,1121.3200000000004,29.0,,,43.0,1.32,93.84615384615384,80.0,57.0,,,,6.172057195846153,129.87692307692308,,,,1.3530769230769233,17.566769230769232,,,-3.66459133,,3.9563600307692313,,,1.295,,-1.5428607046153846,3.675,1.2646153846153845,,,,,,,,,,,,,,,,,,80.8823722
1.2325,6.0464276204550025,-5.2128234325000005,8.21,-4.58693526125,28.475,3060.75,828.56,1293.92,18.0,,,26.0,1.24,53.6,50.0,41.0,,,,7.553923349750002,316.1025,,,,1.6675,14.034,,,-5.11761148,,7.59593282,,,1.225,,-4.50626846,3.675,1.4625,,,,,,,,,,,,,,,,,,61.91857475
1.72,3.8957180506571993,-11.1032753675,34.93,-11.1032753675,15.9,5134.5,2860.0,860.0,69.0,,,69.0,1.81,281.5,183.0,200.0,,,,6.3773219085,619.5,,,,1.394,7.63,,,-10.971580459999998,,7.240190705,,,1.72,,-10.971580459999998,4.675,1.3050000000000002,,,,,,,,,,,,,,,,,,254.64137030000003
1.665,3.4853056502794004,-9.0651891575,23.72,-9.0651891575,15.9,4049.0,2185.5,489.0,44.0,,,44.0,1.81,245.0,110.0,110.0,,,,6.297489549,463.6,,,,1.403,14.42,,,-8.876514745,,6.010144405,,,1.665,,-8.876514745,4.55,1.295,,,,,,,,,,,,,,,,,,206.5352669
1.37,13.1793689866917,-4.983083955,13.85,-4.983083955,18.35,3151.5,1585.885,456.23,29.0,,,48.0,1.47,102.0,80.0,57.0,,,,6.3498298570000005,302.65,,,,1.4420000000000002,16.546,,,-4.90748922,,4.41527037,,,1.37,,-4.90748922,3.85,1.305,,,,,,,,,,,,,,,,,,81.15639034
1.24,0.0,-3.96104709,7.15,-3.96104709,27.0,2875.0,505.08,0.0,18.0,,,18.0,1.24,50.0,50.0,58.0,,,,7.39058945,290.37,,,,1.62,14.632,,,-3.89492544,,9.05054728,,,1.24,,-3.89492544,4.15,1.41,,,,,,,,,,,,,,,,,,38.4897581
1.465,9.4967832848792,-4.397958915,17.535,-4.397958915,17.45,2665.5,1580.0,1314.0,17.0,,,150.0,1.76,187.2,44.4,45.0,,,,6.60905039,311.495,,,,1.4725,16.557499999999994,,,-4.21182737,,5.72763988,,,1.465,,-4.21182737,4.425000000000002,1.3050000000000002,,,,,,,,,,,,,,,,,,114.636513
