MiracleRadius_composition_average,ThirdIonizationEnergy_min_value,IsMetal_composition_average,SecondIonizationEnergy_min_value,MiracleRadius_max_value,Density_composition_average,MiracleRadius_arithmetic_average,MendeleevNumber_composition_average,AtomicRadii_max_value,CovalentRadius_max_value,IsPnictide_composition_average,HeatVaporization_min_value,NpValence_composition_average,ShearModulus_max_value,n_ws^third_composition_average,NUnfilled_composition_average,MendeleevNumber_max_value,phi_composition_average,GSenergy_pa_arithmetic_average,NpUnfilled_composition_average,BoilingT_min_value,Electronegativity_composition_average,AtomicVolume_composition_average,MendeleevNumber_arithmetic_average,HeatCapacityMolar_difference,SecondIonizationEnergy_composition_average,BCCfermi_max_value,FirstIonizationEnergy_max_value,ThermalConductivity_difference,ShearModulus_composition_average,NValance_max_value,BCCenergy_pa_composition_average,NfValence_composition_average,Electronegativity_arithmetic_average,NValance_composition_average,Period_composition_average,CovalentRadius_composition_average,Density_arithmetic_average,ElectronAffinity_composition_average,BCCfermi_composition_average,GSenergy_pa_composition_average,MiracleRadius_difference,ElectricalConductivity_composition_average,NUnfilled_arithmetic_average,phi_arithmetic_average,FirstIonizationEnergy_composition_average,IonizationEnergy_composition_average,NValance_arithmetic_average,Number_max_value,NpUnfilled_arithmetic_average,MeltingT_composition_average,NpUnfilled_max_value,Row_composition_average,NpValence_min_value,AtomicWeight_composition_average,NdValence_composition_average,IsTransitionMetal_composition_average,NdUnfilled_composition_average,IsDBlock_composition_average,IsFCC_composition_average,MendeleevNumber_difference,BCCfermi_difference,ElectricalConductivity_max_value,ThirdIonizationEnergy_composition_average,Polarizability_composition_average,SpaceGroupNumber_composition_average,ThermalConductivity_min_value,AtomicNumber_max_value,Polarizability_min_value,ThermalExpansionCoefficient_difference,SecondIonizationEnergy_arithmetic_average,phi_min_value,IsNonmetal_composition_average,target
76.66666666666666,23.32,0.3333333333333333,14.925,158.0,4438.155000000002,76.66666666666666,,1.564,175.0,0.3333333333333333,,2.666666666666667,30.0,,4.0,94.0,,,,,,12310.758238459146,73.66666666666666,,22.778666666666663,6.27497729,14.5341,22.9911,10.0,18.0,-4.928793223333333,4.666666666666667,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.031004281
168.33333333333331,30.18,0.6666666666666666,10.004,223.0,2100.333333333333,168.33333333333331,,2.22,215.0,0.3333333333333333,,1.0,4.9,,1.3333333333333333,83.0,,,,,,44.20724412452971,31.333333333333336,,25.67166666666667,10.06787517,10.48669,140.765,2.7333333333333334,5.0,-2.62034772,0.0,1.336666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.324282455
93.0,50.908,0.4,11.871,264.0,686.8176,155.0,,2.67,244.0,0.0,,3.0,7.4,,0.8,93.0,,,,,,11193.043781019242,35.0,,28.3762,2.89542357,17.4228,199.9721,1.48,7.0,-1.0527404459999998,0.0,1.923333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.963787827
137.0,30.18,0.6000000000000001,11.871,201.0,3895.2,147.66666666666666,,1.97,176.0,0.4,,1.2,43.0,,1.2,83.0,,,,,,25.9553596810718,53.0,,17.4498,10.06787517,10.48669,199.765,18.68,12.0,-2.721502922,0.0,1.6133333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.305995883
112.75,25.04,0.5,14.32,180.0,2385.2145,129.0,,1.9,166.0,0.0,,2.0,38.0,,3.0,87.0,,,,,,9310.458698710345,45.33333333333333,,32.96,4.90182207,13.61805,140.7326,10.325,6.0,-4.0668273625,0.0,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.049218023
69.77777777777777,27.96,0.2222222222222222,18.6,244.0,3113.777777777778,128.0,,2.48,220.0,0.0,,3.7777777777777777,16.0,,1.1111111111111112,95.0,,,,,,52.71172715088106,63.0,,22.66222222222223,7.95791419,11.8138,58.078,1.7777777777777777,17.0,-1.1944203666666666,0.0,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.093071306
158.66666666666669,34.83,0.6666666666666666,20.521,230.0,7371.999999999999,158.66666666666669,,2.35,203.0,0.0,,1.3333333333333333,27.0,,1.3333333333333333,88.0,,,,,,39.98715803140987,52.33333333333333,,25.158666666666665,-0.05407911,10.36001,316.731,9.433333333333334,25.0,-2.4279193233333336,4.666666666666667,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.134495856
98.0,47.448,0.5,15.035,160.0,869.73675,77.33333333333334,,1.6,141.0,0.25,,2.0,17.0,,1.0,93.0,,,,,,9310.138030034665,81.0,,23.66025,6.27497729,17.4228,155.97402,8.5,7.0,-1.97811835,0.0,2.776666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.043755127
53.25,25.559,0.25,16.687,264.0,1458.6470000000002,142.0,,2.67,244.0,0.125,,4.125,12.0,,1.25,93.0,,,,,,13970.323859857715,61.33333333333334,,31.450875,8.46315729,17.4228,35.8721,1.5,29.0,-1.21445851875,1.75,2.2633333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.768638101
115.5,29.31,0.5,14.65,134.0,5088.75,121.0,,1.321,153.0,0.0,,2.0,48.0,,2.25,88.0,,,,,,19.750113399420584,66.0,,21.10575,7.76558603,10.36001,400.731,23.875,11.0,-3.98488489125,0.0,2.036666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.883661435
116.25,29.31,0.5,14.65,180.0,1127.4645,126.0,,1.9,166.0,0.0,,2.0,47.0,,2.25,87.0,,,,,,9312.618568853168,45.0,,37.122,6.45502198,13.61805,140.7326,7.1125,6.0,-2.81771515375,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.740362689
66.8888888888889,34.22,0.2222222222222222,15.934,244.0,933.0195555555556,119.33333333333331,,2.48,220.0,0.0,,3.555555555555556,0.0,,1.3333333333333333,93.0,,,,,,12424.177142671546,58.66666666666666,,31.146,4.38004256,17.4228,59.8721,0.0,14.0,-1.2411024233333332,0.0,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8767949759999999
141.75,20.52,0.5,12.24,179.0,3661.25,149.66666666666666,,1.81,190.0,0.0,,2.0,26.0,,3.5,89.0,,,,,,27.24372005351253,34.0,,32.8145,5.61176057,9.75239,82.66,9.4,16.0,-3.5018286300000003,0.0,1.5833333333333337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.385606274
74.1111111111111,36.0,0.3333333333333333,18.563,264.0,4840.88888888889,134.33333333333334,,2.67,244.0,0.0,,3.333333333333333,61.0,,1.1111111111111112,95.0,,,,,,56.159938563112576,54.33333333333334,,22.17366666666667,7.72009177,11.8138,71.47800000000001,6.777777777777778,24.0,-1.5135702211111108,1.5555555555555556,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8909795970000001
173.39999999999995,25.559,1.0,10.004,223.0,5309.2,181.66666666666663,,2.22,215.0,0.4,,1.2,17.0,,1.2,86.0,,,,,,36.47615720607228,54.33333333333334,,14.689600000000002,8.46315729,7.646235000000001,148.13,12.58,29.0,-2.54832628,5.6,1.4066666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.382917135
80.8,40.0,0.4,15.035,244.0,655.0176,134.66666666666666,,2.48,220.0,0.0,,3.0,17.0,,0.8,93.0,,,,,,11184.13778938528,55.0,,29.445,4.086455399999999,17.4228,155.9721,3.4,7.0,-0.991889858,0.0,2.036666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.811575006
162.25,28.351,1.0,18.633,230.0,5097.75,157.0,,2.35,203.0,0.25,,0.75,48.0,,1.5,84.0,,,,,,38.31016891491117,50.33333333333333,,24.127125,-0.05407911,9.7886,351.0,18.4875,15.0,-2.8310172275000003,0.0,1.6333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.090258053
89.0,40.0,0.4,11.871,244.0,616.45394,148.33333333333331,,2.48,220.0,0.0,,0.0,7.4,,0.8,92.0,,,,,,11197.946792313867,34.333333333333336,,7.8302,3.21974562,13.598443,199.8185,1.48,2.0,-1.85932582,0.0,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.062581984
155.66666666666666,20.52,1.0,12.24,179.0,7720.0,155.66666666666666,,1.81,190.0,0.3333333333333333,,1.0,76.0,,4.666666666666666,86.0,,,,,,26.479318802143705,53.0,,15.698333333333334,8.46315729,7.6398,82.83,38.0,29.0,-5.2249401,4.666666666666667,1.7166666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.467903947
120.79999999999998,20.52,0.4,12.24,179.0,2753.1716,120.33333333333331,,1.81,190.0,0.0,,2.4000000000000004,26.0,,4.8,89.0,,,,,,7455.525912673933,62.66666666666667,,23.1808,5.61176057,13.61805,16.9326,11.14,16.0,-4.100167873999999,0.0,2.4033333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18582536
129.0,30.96,0.5,16.5,180.0,3007.0,137.66666666666669,,1.9,166.0,0.0,,2.0,115.0,,2.75,88.0,,,,,,26.466089486372177,46.33333333333333,,27.6115,7.97704267,10.36001,140.731,29.575,6.0,-4.191217645,0.0,1.7233333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.131297797
138.28571428571428,27.96,0.4285714285714285,17.964000000000002,140.0,6272.571428571429,138.0,,1.6,138.0,0.0,,2.5714285714285707,43.0,,2.5714285714285707,90.0,,,,,,27.1790665130223,77.66666666666667,,19.054857142857145,7.95791419,9.394199,113.65,15.285714285714285,16.0,-2.6357638142857143,0.0,1.8533333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.131939295
102.25,28.03,0.5,18.869,155.0,4058.2145,115.0,,1.66,142.0,0.0,,2.25,48.0,,2.5,87.0,,,,,,9305.576733267771,75.33333333333333,,27.34875,8.39826763,13.61805,400.7326,12.0,13.0,-2.804073905,0.0,2.373333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95230801
101.88888888888889,25.3,0.3333333333333333,10.004,223.0,1879.1748888888887,147.33333333333334,,2.22,215.0,0.2222222222222222,,3.333333333333333,20.0,,2.0,87.0,,,,,,12408.72612527763,60.33333333333333,,28.196222222222215,8.38916182,13.61805,24.0326,4.988888888888889,15.0,-2.717984686666667,0.0,2.126666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997386384
44.5,30.502,0.25,11.871,201.0,1108.772,118.66666666666666,,1.97,176.0,0.0,,4.0,18.0,,1.25,93.0,,,,,,13959.94442206702,60.0,,29.540375,9.05054728,17.4228,199.9721,3.175,14.0,-1.34873342875,0.0,2.313333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.681241237
147.0,30.82,0.6000000000000001,18.563,180.0,6532.799999999998,145.66666666666669,,1.9,166.0,0.0,,1.6,61.0,,1.6,89.0,,,,,,29.73094610457896,51.33333333333334,,31.103,7.72009177,9.75239,138.96,15.0,24.0,-2.847117922,2.8,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.153509989
84.4,36.0,0.2,21.8,230.0,796.0574,98.0,,2.35,203.0,0.0,,3.4,1.3,,1.6,95.0,,,,,,11178.993437895106,61.66666666666667,,31.7552,-0.05407911,13.61805,102.378,0.26,17.0,-1.894880524,0.0,2.4066666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8524799940000001
75.19999999999997,153.893,0.4,18.211,264.0,745.4539400000001,125.33333333333334,,2.67,244.0,0.0,,0.0,132.0,,0.8,92.0,,,,,,11195.942002937056,54.66666666666667,,8.6622,8.09610906,13.598443,199.8185,26.4,2.0,-2.183061272,0.0,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7024305359999999
145.0,34.83,0.6666666666666666,23.33,180.0,1154.3333333333337,145.0,,1.9,166.0,0.0,,1.3333333333333333,4.2,,1.3333333333333333,88.0,,,,,,29.382977585599733,30.33333333333333,,49.08466666666667,7.76558603,10.36001,140.731,2.5,6.0,-2.04093621,0.0,1.4966666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.008174184
161.20000000000005,30.18,0.6000000000000001,19.63,230.0,3476.2,158.0,,2.35,203.0,0.4,,1.2,44.0,,1.6,83.0,,,,,,44.56447185360037,49.33333333333334,,24.466,-0.05407911,10.48669,102.265,9.32,10.0,-3.33002346,0.0,1.7366666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.055378331
68.22222222222223,35.17,0.3333333333333333,18.168,244.0,1331.3528888888886,123.33333333333331,,2.48,220.0,0.0,,3.333333333333333,76.0,,1.1111111111111112,93.0,,,,,,12422.87495467814,52.66666666666666,,31.39422222222223,5.09579251,17.4228,90.6721,8.444444444444445,10.0,-1.3700773288888888,0.0,2.2366666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7160033440000001
165.33333333333334,27.96,0.6666666666666666,18.6,230.0,5338.666666666667,165.33333333333334,,2.35,203.0,0.0,,1.3333333333333333,48.0,,1.3333333333333333,90.0,,,,,,40.544831779175,52.33333333333333,,23.505666666666663,-0.05407911,9.0096,398.65,21.766666666666666,16.0,-2.5245072333333334,0.0,1.606666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.080987047
66.55555555555556,39.611,0.3333333333333333,18.563,230.0,2535.6982222222227,123.0,,2.35,203.0,0.0,,3.333333333333333,61.0,,1.1111111111111112,94.0,,,,,,12230.23315758423,53.33333333333333,,24.963666666666665,-0.05407911,12.96763,102.4911,7.066666666666666,24.0,-1.5383826877777778,1.5555555555555556,2.086666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978180517
69.77777777777777,27.96,0.2222222222222222,18.6,244.0,3113.777777777778,128.0,,2.48,220.0,0.0,,3.7777777777777777,16.0,,1.1111111111111112,95.0,,,,,,52.71172715088106,63.0,,22.66222222222223,7.95791419,11.8138,58.078,1.7777777777777777,17.0,-1.1944203666666666,0.0,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1532049
125.25,25.04,0.5,14.32,152.0,3256.25,132.66666666666666,,1.55,164.0,0.0,,2.0,38.0,,3.0,88.0,,,,,,23.469820662383626,45.33333333333333,,34.4045,7.76558603,10.36001,84.431,10.55,6.0,-4.4911086525,0.0,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.189770956
126.5,30.71,0.5,20.51,244.0,1859.7145,147.33333333333334,,2.48,220.0,0.0,,2.25,0.0,,2.5,87.0,,,,,,9324.161449576715,55.0,,29.506,3.94985673,13.61805,57.9326,0.0,13.0,-2.2149577625,0.0,2.023333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.668385917
125.5,30.96,0.5,16.5,244.0,2168.7145,146.0,,2.48,220.0,0.0,,2.0,115.0,,2.75,87.0,,,,,,9322.282055574418,46.66666666666666,,28.5035,7.97704267,13.61805,93.4326,28.75,6.0,-3.8465619675,0.0,1.9733333333333327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02325246
151.66666666666666,23.32,1.0,14.632,158.0,10881.0,151.66666666666666,,1.62,175.0,0.0,,0.6666666666666666,44.0,,4.0,80.0,,,,,,21.311294241689698,62.33333333333334,,16.395666666666667,9.05054728,8.3369,48.8,30.666666666666664,18.0,-6.2535292333333325,4.666666666666667,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.378761175
68.8888888888889,33.667,0.3333333333333333,15.64,244.0,1172.587111111111,125.33333333333331,,2.48,220.0,0.0,,3.333333333333333,78.0,,1.4444444444444444,94.0,,,,,,12233.615203726751,50.0,,23.67333333333333,7.57494268,12.96763,58.19110000000001,8.666666666666666,7.0,-1.8357287888888891,0.0,1.8433333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.862131379
145.33333333333334,43.6,0.6666666666666666,11.03,212.0,1055.417,145.33333333333334,,2.15,195.0,0.3333333333333333,,1.0,6.1,,1.3333333333333333,82.0,,,,,,6223.12205182506,30.33333333333333,,39.089666666666666,6.27497729,14.5341,84.67402,3.4333333333333336,5.0,-2.5335531,0.0,1.6566666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.129689892
79.6,29.31,0.4,14.65,264.0,1599.7284,132.66666666666666,,2.67,244.0,0.0,,3.0,47.0,,2.2,94.0,,,,,,11016.764405344302,48.33333333333333,,22.236,6.45502198,12.96763,35.8911,9.4,7.0,-2.531099884,0.0,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1809855809999998
77.66666666666667,30.96,0.3333333333333333,16.5,130.0,4073.333333333334,77.66666666666667,,1.27,139.0,0.0,,3.0,115.0,,3.0,95.0,,,,,,27.26243619760109,77.33333333333333,,20.543333333333333,7.97704267,11.8138,93.578,38.333333333333336,17.0,-4.502076173333334,0.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.301247089
36.25,30.96,0.25,15.035,160.0,1111.022,96.66666666666669,,1.6,141.0,0.0,,3.75,115.0,,1.5,93.0,,,,,,13955.620829317642,70.0,,30.169375,7.97704267,17.4228,155.9721,16.5,7.0,-1.99827014875,0.0,2.3166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7767011840000001
78.0,35.17,0.4,18.168,264.0,2159.3284,130.0,,2.67,244.0,0.0,,3.0,76.0,,1.2000000000000002,94.0,,,,,,11016.183682588446,53.33333333333333,,22.9396,5.09579251,12.96763,90.6911,15.2,10.0,-1.831075554,0.0,1.9533333333333327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998695158
152.66666666666669,30.18,0.6666666666666666,11.03,212.0,4981.0,152.66666666666669,,2.15,195.0,0.3333333333333333,,1.0,30.0,,1.3333333333333333,83.0,,,,,,33.537633514346126,52.0,,17.415,10.06787517,10.48669,428.765,12.033333333333331,11.0,-3.0269850933333333,0.0,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.443700974
134.14285714285714,28.03,0.4285714285714285,16.908,157.0,6078.0,143.33333333333334,,1.66,144.0,0.0,,2.5714285714285707,19.0,,2.5714285714285707,89.0,,,,,,26.0829371828404,78.0,,19.915142857142857,8.39826763,9.75239,94.76,4.828571428571428,16.0,-2.5215876742857137,0.0,2.006666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06669855
161.66666666666669,28.351,1.0,17.964000000000002,230.0,4574.333333333334,161.66666666666669,,2.35,203.0,0.3333333333333333,,1.0,43.0,,1.3333333333333333,84.0,,,,,,37.59250471835279,52.0,,22.740666666666662,-0.05407911,9.7886,66.0,14.766666666666667,15.0,-2.1561904966666665,0.0,1.5499999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57989787
126.33333333333334,32.93,0.5,11.03,212.0,2881.2145,139.33333333333334,,2.15,195.0,0.0,,2.0,44.0,,1.0,87.0,,,,,,9316.98935788163,52.33333333333334,,24.50683333333333,5.18698918,13.61805,71.5326,9.366666666666667,10.0,-2.6376912583333336,0.0,2.1966666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.205204364
71.77777777777777,23.32,0.3333333333333333,14.925,244.0,1820.464,134.0,,2.48,220.0,0.0,,3.333333333333333,30.0,,1.7777777777777777,93.0,,,,,,12424.133557650666,47.33333333333333,,31.03388888888889,4.73267057,17.4228,58.1721,3.333333333333333,18.0,-1.8518006977777777,1.5555555555555556,2.033333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978180517
55.44444444444444,29.829,0.3333333333333333,14.632,172.0,3447.6982222222223,109.0,,1.71,145.0,0.0,,3.7777777777777777,18.0,,2.2222222222222223,94.0,,,,,,12221.032307085454,83.33333333333333,,22.038666666666664,9.05054728,12.96763,66.5911,2.6222222222222222,27.0,-1.5697772333333333,3.111111111111111,2.246666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.003460532
156.0,28.351,1.0,11.871,201.0,2604.0,156.0,,1.97,176.0,0.3333333333333333,,1.0,7.4,,1.3333333333333333,84.0,,,,,,28.735070373174967,30.66666666666667,,35.71400000000001,6.47464548,9.7886,150.0,3.8666666666666663,15.0,-2.66925266,0.0,1.3866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.033021445
64.44444444444444,28.47,0.3333333333333333,10.004,223.0,2154.504377777778,119.0,,2.22,215.0,0.0,,0.0,173.0,,1.1111111111111112,92.0,,,,,,12427.979786955832,52.33333333333334,,4.085333333333333,8.76028027,13.598443,116.8185,20.31111111111111,8.0,-2.803649171111111,0.0,1.7633333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.067814511
182.28571428571428,30.18,0.7142857142857142,18.759,230.0,2943.428571428572,161.33333333333334,,2.35,203.0,0.2857142857142857,,0.8571428571428571,1.3,,1.4285714285714284,83.0,,,,,,54.9187777764606,52.33333333333334,,26.387,-0.05407911,10.48669,102.265,0.7428571428571429,26.0,-1.9874239085714285,2.0,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.933487288
112.6,30.18,0.2,18.759,152.0,4247.4,119.0,,1.6,132.0,0.2,,3.0,0.0,,1.7999999999999998,88.0,,,,,,26.865100254057,80.66666666666667,,21.6948,10.06787517,10.48669,8.105,0.0,26.0,-2.770246922,2.8,2.2566666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.067814511
108.25,20.52,0.5,12.24,179.0,3348.7145,123.0,,1.81,190.0,0.0,,2.0,48.0,,3.5,87.0,,,,,,9307.309371948306,54.33333333333333,,25.6915,4.378739700000001,13.61805,400.7326,18.5,11.0,-3.725672005,0.0,2.1866666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.070776463
73.0,28.03,0.3333333333333333,18.869,155.0,2438.2143333333333,73.0,,1.66,142.0,0.0,,3.333333333333333,0.0,,2.6666666666666665,94.0,,,,,,12311.928954071327,85.33333333333333,,25.932,8.39826763,13.61805,81.5911,0.0,13.0,-2.022734143333333,0.0,2.793333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85672889
135.75,28.03,0.5,18.869,155.0,4370.75,141.66666666666666,,1.66,142.0,0.0,,2.25,4.2,,2.5,89.0,,,,,,25.5110813729798,55.0,,34.47175,8.39826763,9.75239,82.66,2.9000000000000004,16.0,-2.58023053,0.0,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.960946196
79.19999999999997,34.202,0.4,18.759,244.0,3014.2176000000004,132.0,,2.48,220.0,0.0,,3.0,0.0,,0.8,93.0,,,,,,11184.41567918008,56.0,,30.1898,3.26813685,17.4228,58.1721,0.0,26.0,-0.7211218840000001,2.8,2.2666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.891425943
128.8,27.96,0.4,18.6,140.0,5537.2,130.66666666666666,,1.6,138.0,0.0,,2.8000000000000003,16.0,,3.2,90.0,,,,,,25.51906498807344,84.33333333333334,,20.4,7.95791419,9.75239,38.56,4.68,16.0,-2.9184764319999994,0.0,2.1533333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986771734
70.0,32.93,0.3333333333333333,19.63,244.0,3756.333333333334,128.66666666666666,,2.48,220.0,0.0,,3.333333333333333,44.0,,0.8888888888888888,95.0,,,,,,50.57191576710513,53.66666666666667,,22.77666666666667,5.18698918,11.8138,71.678,4.888888888888889,17.0,-1.44518642,0.0,1.9933333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.950851459
121.0,36.83,0.5,20.292,230.0,2444.7145,140.0,,2.35,203.0,0.0,,2.0,48.0,,1.5,87.0,,,,,,9318.018034898443,51.33333333333333,,30.53775,-0.05407911,13.61805,400.7326,12.325,11.0,-2.414726625,0.0,2.053333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.790285164
46.875,31.943,0.25,11.871,201.0,1612.5220000000002,125.0,,1.97,176.0,0.0,,4.0,7.4,,1.25,93.0,,,,,,13960.366251785852,60.33333333333333,,29.589875,8.30350334,17.4228,199.9721,1.625,28.0,-1.30971457,1.75,2.4366666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739572344
69.66666666666667,39.611,0.3333333333333333,18.563,244.0,2685.9204444444445,127.66666666666666,,2.48,220.0,0.0,,3.333333333333333,61.0,,1.1111111111111112,94.0,,,,,,12233.96495473132,53.66666666666666,,23.99811111111111,7.72009177,12.96763,71.5911,6.777777777777778,24.0,-1.5084762588888891,1.5555555555555556,2.086666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.826074803
154.75,28.351,1.0,18.633,180.0,4538.25,146.33333333333334,,1.9,166.0,0.25,,0.75,30.0,,1.5,84.0,,,,,,29.419067862893552,50.33333333333334,,33.67375,6.47464548,9.7886,379.0,9.15,15.0,-2.3609781400000003,0.0,1.6800000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3149200559999998
186.25,25.3,1.0,16.53,230.0,2372.25,188.3333333333333,,2.35,203.0,0.25,,0.75,20.0,,1.5,85.0,,,,,,46.228986472843104,30.0,,35.68175,-0.05407911,8.60839,116.7,6.975,15.0,-1.8738501325,0.0,1.2666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.288025535
135.66666666666669,28.351,1.0,18.211,180.0,2847.666666666667,135.66666666666669,,1.9,166.0,0.3333333333333333,,1.0,132.0,,1.3333333333333333,84.0,,,,,,23.08682369162683,51.0,,28.04333333333333,8.09610906,9.7886,150.0,45.1,15.0,-3.0415735333333336,0.0,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.100715087
37.5,31.943,0.25,15.028,174.0,2532.272,100.0,,1.75,146.0,0.0,,4.0,76.0,,1.5,93.0,,,,,,13956.366763928258,78.33333333333333,,30.377,8.30350334,17.4228,90.6721,10.2,28.0,-1.74869954875,1.75,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7930916
135.66666666666666,28.351,1.0,17.964000000000002,152.0,4467.333333333334,135.66666666666666,,1.55,128.0,0.3333333333333333,,1.0,43.0,,1.3333333333333333,84.0,,,,,,19.4912358506186,51.33333333333333,,37.74500000000001,6.47464548,9.7886,66.0,15.733333333333334,15.0,-2.41253009,0.0,1.6033333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36078269
