BCCmagmom_arithmetic_average,NdUnfilled_arithmetic_average,AtomicRadii_min_value,num_electron,BCCmagmom_composition_average,GSmagmom_composition_average,NdUnfilled_composition_average,heusler type_0,NUnfilled_composition_average,heusler type_2,MendeleevNumber_composition_average,Group_composition_average,Column_composition_average,phi_composition_average,NUnfilled_arithmetic_average,Group_min_value,BCCenergy_pa_composition_average,Electronegativity_arithmetic_average,ElectricalConductivity_composition_average,Electronegativity_composition_average,Column_min_value,ElectronAffinity_composition_average,GSenergy_pa_min_value,GSenergy_pa_max_value,IsBCC_composition_average,MendeleevNumber_arithmetic_average,valence_composition_average,Polarizability_composition_average,ThermalConductivity_composition_average,ICSDVolume_min_value,phi_difference,GSenergy_pa_composition_average,n_ws^third_composition_average,NdValence_arithmetic_average,ShearModulus_composition_average,Group_arithmetic_average,Polarizability_arithmetic_average,valence_difference,Density_composition_average,phi_arithmetic_average,ShearModulus_arithmetic_average,IsBCC_arithmetic_average,phi_max_value,BulkModulus_composition_average,ElectronAffinity_difference,NUnfilled_max_value,MendeleevNumber_min_value,target
0.0,4.333333333333333,1.249,14,0.0,7.5111111111e-06,4.333333333333333,0.0,5.999999999999999,0.0,56.66666666666666,8.0,8.0,4.383333333333333,,,-7.356028693333332,,,1.7,,72.53333333333333,,-9.50571654,,,4.666666666666666,10.576666666666666,,12.0,0.9000000000000004,-7.568620555000001,1.5833333333333337,2.333333333333333,,,,,,,,,,,,,,741.17
0.0,4.333333333333333,1.249,14,0.0,7.5111111111e-06,4.333333333333333,0.0,5.999999999999999,0.0,57.0,8.0,8.0,4.333333333333333,,,-7.14814686,,,1.7366666666666666,,68.0,,-9.50571654,,,4.666666666666666,10.68,,12.0,0.8500000000000005,-7.2989944016666675,1.5400000000000005,5.666666666666668,,,,,,,,,,,,,,704.43
0.0,4.333333333333333,1.249,14,0.0,7.5111111111e-06,4.333333333333333,0.0,5.999999999999999,0.0,57.33333333333333,8.0,8.0,4.2,,,-7.02033371,,,1.72,,68.33333333333334,,-9.50571654,,,4.666666666666666,11.086666666666664,,12.0,0.8500000000000005,-7.080663583333334,1.4966666666666668,5.666666666666668,,,,,,,,,,,,,,606.81
0.0,4.333333333333333,1.249,15,0.0,7.5111111111e-06,4.333333333333333,0.0,5.666666666666666,0.0,58.33333333333333,8.333333333333332,8.333333333333332,4.666666666666666,,,-7.283037296666666,,,1.7966666666666666,,51.90000000000001,,-9.50571654,,,5.0,9.943333333333332,,12.0,1.75,-7.560484234166667,1.6333333333333333,2.333333333333333,,,,,,,,,,,,,,512.48
0.0,4.333333333333333,1.249,15,0.0,7.5111111111e-06,4.333333333333333,0.0,5.666666666666666,0.0,58.66666666666666,8.333333333333332,8.333333333333332,4.416666666666666,,,-7.127013226666668,,,1.7933333333333334,,53.66666666666667,,-9.50571654,,,5.0,10.169999999999998,,12.0,1.0,-7.3106109250000015,1.5633333333333337,5.666666666666668,,,,,,,,,,,,,,548.4
0.0,4.333333333333333,1.249,15,0.0,7.5111111111e-06,4.333333333333333,0.0,5.666666666666666,0.0,59.0,8.333333333333332,8.333333333333332,4.283333333333333,,,-7.018663606666666,,,1.75,,61.66666666666666,,-9.50571654,,,5.0,10.933333333333332,,12.0,0.8500000000000005,-7.132768666666667,1.5033333333333334,5.666666666666668,,,,,,,,,,,,,,472.27
0.0,4.0,1.249,14,0.0,0.0,4.0,0.0,6.000000000000001,0.0,56.0,8.0,8.0,4.366666666666667,,,-7.3647518,,,1.6333333333333333,,53.0,,-9.50571654,,,4.666666666666667,10.266666666666666,,12.0,0.4500000000000002,-7.3968001166666655,1.586666666666667,2.666666666666667,,,,,,,,,,,,,,9.57
0.0,4.0,1.249,14,0.0,0.0,4.0,0.0,6.000000000000001,0.0,56.33333333333333,8.0,8.0,4.333333333333333,,,-7.140819676666666,,,1.7000000000000002,,47.66666666666666,,-9.50571654,,,4.666666666666667,10.706666666666669,,12.0,0.5500000000000007,-7.152410844166666,1.56,6.0,,,,,,,,,,,,,,5.76
0.0,4.0,1.249,15,0.0,0.0,4.0,0.0,5.666666666666668,0.0,58.0,8.333333333333334,8.333333333333334,4.483333333333333,,,-7.574144386666666,,,1.7666666666666666,,78.0,,-9.50571654,,,5.0,9.946666666666667,,12.0,0.4000000000000004,-7.687005591666666,1.58,6.0,,,,,,,,,,,,,,43.18
0.0,4.0,1.249,16,0.0,0.0,4.0,0.0,5.333333333333334,0.0,59.33333333333333,8.666666666666668,8.666666666666668,4.816666666666666,,,-7.709034823333332,,,1.8266666666666669,,61.90000000000001,,-9.50571654,,,5.333333333333334,9.21,,12.0,1.2999999999999998,-7.948495424166666,1.6733333333333331,2.666666666666667,,,,,,,,,,,,,,0.0
0.0,4.0,1.249,16,0.0,0.0,4.0,0.0,5.333333333333334,0.0,60.0,8.666666666666668,8.666666666666668,4.433333333333334,,,-7.444661133333333,,,1.7799999999999998,,71.66666666666666,,-9.50571654,,,5.333333333333334,10.2,,12.0,0.4000000000000004,-7.520779856666667,1.5433333333333332,6.0,,,,,,,,,,,,,,151.41
0.0,2.5,1.249,15,0.0,0.0,3.333333333333333,0.0,5.666666666666668,0.0,57.33333333333333,8.333333333333332,8.333333333333332,4.466666666666667,,,-7.3293353066666675,,,1.71,,52.33333333333333,,-9.50571654,,,5.0,10.44,,12.0,0.5500000000000007,-7.341229460833333,1.59,7.5,,,,,,,,,,,,,,83.18
0.0,2.5,1.249,16,0.0,0.0,3.333333333333333,0.0,5.333333333333333,0.0,58.66666666666666,8.666666666666668,8.666666666666668,4.666666666666667,,,-7.97054185,,,1.74,,87.19999999999997,,-9.50571654,,,5.333333333333333,9.576666666666666,,12.0,0.0499999999999998,-8.145450361666667,1.653333333333333,2.5,,,,,,,,,,,,,,0.0
0.0,2.5,1.249,16,0.0,0.0,3.333333333333333,0.0,5.333333333333333,0.0,59.0,8.666666666666668,8.666666666666668,4.616666666666667,,,-7.7626600166666675,,,1.7766666666666666,,82.66666666666666,,-9.50571654,,,5.333333333333333,9.68,,12.0,0.1000000000000005,-7.875824208333332,1.61,7.5,,,,,,,,,,,,,,71.67
0.0,2.5,1.249,16,0.0,0.0,3.333333333333333,0.0,5.333333333333333,0.0,59.33333333333333,8.666666666666668,8.666666666666668,4.483333333333333,,,-7.634846866666668,,,1.76,,83.0,,-9.50571654,,,5.333333333333333,10.086666666666666,,12.0,0.5,-7.65749339,1.5666666666666669,7.5,,,,,,,,,,,,,,41.46
0.0,2.5,1.249,17,0.0,0.0,3.333333333333333,0.0,5.0,0.0,60.33333333333333,9.0,9.0,4.95,,,-7.897550453333332,,,1.836666666666667,,66.56666666666666,,-9.50571654,,,5.666666666666668,8.943333333333333,,12.0,0.8999999999999995,-8.137314040833333,1.7033333333333331,2.5,,,,,,,,,,,,,,126.67
0.0,2.5,1.249,17,0.0,0.0,3.333333333333333,0.0,5.0,0.0,60.66666666666666,9.0,9.0,4.7,,,-7.741526383333331,,,1.8333333333333333,,68.33333333333333,,-9.50571654,,,5.666666666666668,9.17,,12.0,0.1499999999999994,-7.8874407316666675,1.6333333333333333,7.5,,,,,,,,,,,,,,160.41
0.2728576333333333,3.333333333333333,1.24,16,0.2728576333333333,0.0001033735632183,3.333333333333333,0.0,5.333333333333334,0.0,58.33333333333333,8.666666666666668,8.666666666666668,4.4,,,-7.1178697,,,1.6733333333333331,,31.0,,-9.50571654,,,5.333333333333334,9.706666666666669,,12.0,0.5500000000000007,-7.17951236428,1.55,6.666666666666668,,,,,,,,,,,,,,97.2
0.2728576333333333,3.333333333333333,1.24,17,0.2728576333333333,0.0001033735632183,3.333333333333333,0.0,5.0,0.0,59.66666666666666,9.0,9.0,4.6,,,-7.759076243333332,,,1.7033333333333334,,65.86666666666666,,-9.50571654,,,5.666666666666668,8.843333333333334,,12.0,0.25,-7.983733265113332,1.6133333333333333,3.333333333333333,,,,,,,,,,,,,,9.08
0.2728576333333333,3.333333333333333,1.24,17,0.2728576333333333,0.0001033735632183,3.333333333333333,0.0,5.0,0.0,60.0,9.0,9.0,4.55,,,-7.55119441,,,1.74,,61.33333333333333,,-9.50571654,,,5.666666666666668,8.946666666666667,,12.0,0.2000000000000001,-7.71410711178,1.57,6.666666666666668,,,,,,,,,,,,,,16.05
0.2728576333333333,3.333333333333333,1.24,18,0.2728576333333333,0.0001033735632183,3.333333333333333,0.0,4.666666666666667,0.0,62.0,9.333333333333334,9.333333333333334,4.5,,,-7.421711156666666,,,1.7533333333333334,,55.0,,-9.50571654,,,6.000000000000001,9.2,,12.0,0.25,-7.547881376779999,1.5333333333333332,6.666666666666668,,,,,,,,,,,,,,31.66
0.7035542666666667,3.0,1.241,17,0.7035542666666667,0.7035542666666667,3.0,0.0,5.0,0.0,59.0,9.0,9.0,4.593333333333334,,,-7.146826356666668,,,1.7000000000000002,,44.33333333333333,,-9.50571654,,,5.0,8.933333333333334,,11.7,0.7299999999999995,-7.1788746733333335,1.63,3.666666666666667,,,,,,,,,,,,,,131.73
0.7035542666666667,3.0,1.241,17,0.7035542666666667,0.7035542666666667,3.0,0.0,5.0,0.0,59.66666666666666,9.0,9.0,4.493333333333333,,,-6.8147323533333335,,,1.7566666666666668,,39.0,,-9.50571654,,,5.0,9.883333333333333,,11.7,1.0299999999999998,-6.819334286666668,1.5566666666666664,7.0,,,,,,,,,,,,,,165.39
0.7035542666666667,3.0,1.241,18,0.7035542666666667,0.7035542666666667,3.0,0.0,4.666666666666666,0.0,60.66666666666666,9.333333333333332,9.333333333333332,4.76,,,-7.564100776666668,,,1.7966666666666666,,73.86666666666666,,-9.50571654,,,5.333333333333333,8.51,,11.7,0.2799999999999993,-7.738706301666667,1.6666666666666663,3.666666666666667,,,,,,,,,,,,,,11.51
0.7035542666666667,3.0,1.241,18,0.7035542666666667,0.7035542666666667,3.0,0.0,4.666666666666666,0.0,61.0,9.333333333333332,9.333333333333332,4.71,,,-7.356218943333332,,,1.8333333333333333,,69.33333333333333,,-9.50571654,,,5.333333333333333,8.613333333333333,,11.7,0.3799999999999999,-7.469080148333334,1.6233333333333333,7.0,,,,,,,,,,,,,,0.0
0.7035542666666667,3.0,1.241,18,0.7035542666666667,0.7035542666666667,3.0,0.0,4.666666666666666,0.0,61.33333333333333,9.333333333333332,9.333333333333332,4.576666666666667,,,-7.228405793333334,,,1.8166666666666669,,69.66666666666667,,-9.50571654,,,5.333333333333333,9.02,,11.7,0.7799999999999994,-7.25074933,1.5799999999999998,7.0,,,,,,,,,,,,,,0.0
0.7035542666666667,3.0,1.241,19,0.7035542666666667,0.7035542666666667,3.0,0.0,4.333333333333333,0.0,62.33333333333333,9.666666666666666,9.666666666666666,5.043333333333333,,,-7.49110938,,,1.893333333333333,,53.23333333333333,,-9.50571654,,,5.666666666666668,7.876666666666668,,11.7,0.8999999999999995,-7.730569980833334,1.7166666666666663,3.666666666666667,,,,,,,,,,,,,,199.53
0.0215224,2.333333333333333,1.246,19,0.0215224,0.1984649,2.333333333333333,0.0,4.333333333333333,0.0,61.0,9.666666666666668,9.666666666666668,4.683333333333334,,,-6.198044583333332,,,1.7266666666666666,,73.33333333333333,,-9.50571654,,,4.0,8.399999999999999,,10.8,1.0,-6.26582141,1.6233333333333335,4.333333333333333,,,,,,,,,,,,,,591.68
0.0215224,2.333333333333333,1.246,19,0.0215224,0.1984649,2.333333333333333,0.0,4.333333333333333,0.0,61.66666666666666,9.666666666666668,9.666666666666668,4.583333333333333,,,-5.86595058,,,1.7833333333333332,,68.0,,-9.50571654,,,4.0,9.35,,10.8,1.3000000000000005,-5.9062810233333325,1.55,7.666666666666666,,,,,,,,,,,,,,608.12
0.0215224,2.333333333333333,1.246,20,0.0215224,0.1984649,2.333333333333333,0.0,4.0,0.0,62.66666666666666,10.0,10.0,4.85,,,-6.615319003333332,,,1.8233333333333333,,102.86666666666666,,-9.50571654,,,4.333333333333333,7.9766666666666675,,10.8,0.5499999999999998,-6.825653038333334,1.66,4.333333333333333,,,,,,,,,,,,,,393.6
0.0215224,2.333333333333333,1.246,20,0.0215224,0.1984649,2.333333333333333,0.0,4.0,0.0,63.0,10.0,10.0,4.8,,,-6.40743717,,,1.86,,98.33333333333331,,-9.50571654,,,4.333333333333333,8.08,,10.8,0.6500000000000004,-6.5560268850000005,1.616666666666667,7.666666666666666,,,,,,,,,,,,,,487.55
0.0215224,2.333333333333333,1.246,20,0.0215224,0.1984649,2.333333333333333,0.0,4.0,0.0,63.33333333333333,10.0,10.0,4.666666666666667,,,-6.27962402,,,1.8433333333333333,,98.66666666666666,,-9.50571654,,,4.333333333333333,8.486666666666666,,10.8,1.0499999999999998,-6.337696066666667,1.5733333333333337,7.666666666666666,,,,,,,,,,,,,,517.09
0.0215224,2.333333333333333,1.246,21,0.0215224,0.1984649,2.333333333333333,0.0,3.6666666666666665,0.0,64.66666666666666,10.333333333333334,10.333333333333334,4.883333333333333,,,-6.3863035366666665,,,1.9166666666666663,,84.0,,-9.50571654,,,4.666666666666667,7.5699999999999985,,10.8,0.5499999999999998,-6.567643408333334,1.64,7.666666666666666,,,,,,,,,,,,,,421.96
0.2728576333333333,4.333333333333333,1.24,14,0.2728576333333333,0.0001108846743294,4.333333333333333,0.0,6.0,0.0,56.0,8.0,8.0,4.15,,,-6.7272886666666665,,,1.5666666666666669,,21.66666666666667,,-9.02056525034,,,4.666666666666667,10.266666666666666,,12.2,0.6500000000000004,-6.847071830113332,1.5066666666666668,2.333333333333333,,,,,,,,,,,,,,20.4
0.2728576333333333,4.333333333333333,1.24,14,0.2728576333333333,0.0001108846743294,4.333333333333333,0.0,6.0,0.0,56.66666666666666,8.0,8.0,4.05,,,-6.395194663333332,,,1.6233333333333335,,16.333333333333332,,-9.02056525034,,,4.666666666666667,11.216666666666669,,12.2,0.6500000000000004,-6.487531443446668,1.4333333333333331,5.666666666666668,,,,,,,,,,,,,,92.41
0.2728576333333333,4.333333333333333,1.24,15,0.2728576333333333,0.0001108846743294,4.333333333333333,0.0,5.666666666666666,0.0,58.0,8.333333333333334,8.333333333333334,4.266666666666667,,,-6.936681253333332,,,1.7,,46.66666666666666,,-9.02056525034,,,5.0,9.946666666666667,,12.2,0.75,-7.137277305113334,1.5000000000000002,5.666666666666668,,,,,,,,,,,,,,76.99
0.2728576333333333,4.333333333333333,1.24,15,0.2728576333333333,0.0001108846743294,4.333333333333333,0.0,5.666666666666666,0.0,58.33333333333333,8.333333333333334,8.333333333333334,4.133333333333334,,,-6.8088681033333325,,,1.6833333333333331,,47.0,,-9.02056525034,,,5.0,10.353333333333332,,12.2,0.6500000000000004,-6.91894648678,1.4566666666666668,5.666666666666668,,,,,,,,,,,,,,464.56
0.2728576333333333,4.0,1.24,15,0.2728576333333333,0.0001033735632183,4.0,0.0,5.666666666666668,0.0,57.0,8.333333333333332,8.333333333333332,4.300000000000002,,,-7.153286193333333,,,1.596666666666667,,31.66666666666667,,-9.02056525034,,,5.0,9.533333333333337,,12.2,0.25,-7.235083020113333,1.5466666666666669,2.666666666666667,,,,,,,,,,,,,,79.34
0.2728576333333333,4.0,1.24,15,0.2728576333333333,0.0001033735632183,4.0,0.0,5.666666666666668,0.0,57.33333333333333,8.333333333333332,8.333333333333332,4.266666666666667,,,-6.92935407,,,1.6633333333333336,,26.333333333333336,,-9.02056525034,,,5.0,9.973333333333334,,12.2,0.3500000000000005,-6.990693747613332,1.5200000000000002,6.0,,,,,,,,,,,,,,14.2
0.2728576333333333,4.0,1.24,15,0.2728576333333333,0.0001033735632183,4.0,0.0,5.666666666666668,0.0,57.66666666666666,8.333333333333332,8.333333333333332,4.2,,,-6.82119219,,,1.653333333333333,,26.333333333333336,,-9.02056525034,,,5.0,10.483333333333334,,12.2,0.5500000000000003,-6.875542633446666,1.4733333333333334,6.0,,,,,,,,,,,,,,44.46
0.2728576333333333,4.0,1.24,16,0.2728576333333333,0.0001033735632183,4.0,0.0,5.333333333333333,0.0,59.0,8.666666666666668,8.666666666666668,4.416666666666667,,,-7.362678779999999,,,1.73,,56.66666666666667,,-9.02056525034,,,5.333333333333333,9.213333333333336,,12.2,0.2999999999999998,-7.525288495113332,1.5400000000000005,6.0,,,,,,,,,,,,,,158.53
0.2728576333333333,4.0,1.24,16,0.2728576333333333,0.0001033735632183,4.0,0.0,5.333333333333333,0.0,59.33333333333333,8.666666666666668,8.666666666666668,4.283333333333334,,,-7.23486563,,,1.7133333333333334,,57.0,,-9.02056525034,,,5.333333333333333,9.62,,12.2,0.2999999999999998,-7.30695767678,1.4966666666666668,6.0,,,,,,,,,,,,,,184.92
0.2728576333333333,4.0,1.24,17,0.2728576333333333,0.0001033735632183,4.0,0.0,5.0,0.0,60.66666666666666,9.0,9.0,4.5,,,-7.341545146666666,,,1.7866666666666666,,42.333333333333336,,-9.02056525034,,,5.666666666666668,8.703333333333333,,12.2,0.5499999999999998,-7.536905018446666,1.5633333333333337,6.0,,,,,,,,,,,,,,211.45
0.2728576333333333,3.333333333333333,1.24,16,0.2728576333333333,0.0001033735632183,3.333333333333333,0.0,5.333333333333334,0.0,58.0,8.666666666666668,8.666666666666668,4.433333333333334,,,-7.341801823333332,,,1.606666666666667,,36.33333333333333,,-9.02056525034,,,5.333333333333334,9.266666666666666,,12.0,0.4500000000000002,-7.423901636779998,1.5766666666666669,3.333333333333333,,,,,,,,,,,,,,137.79
0.2728576333333333,3.333333333333333,1.24,16,0.2728576333333333,0.0001033735632183,3.333333333333333,0.0,5.333333333333334,0.0,58.33333333333333,8.666666666666668,8.666666666666668,4.4,,,-7.1178697,,,1.6733333333333331,,31.0,,-9.02056525034,,,5.333333333333334,9.706666666666669,,12.0,0.5500000000000007,-7.17951236428,1.55,6.666666666666668,,,,,,,,,,,,,,117.75
0.2728576333333333,3.333333333333333,1.24,17,0.2728576333333333,0.0001033735632183,3.333333333333333,0.0,5.0,0.0,59.66666666666666,9.0,9.0,4.6,,,-7.759076243333332,,,1.7033333333333334,,65.86666666666666,,-9.02056525034,,,5.666666666666668,8.843333333333334,,12.0,0.25,-7.983733265113332,1.6133333333333333,3.333333333333333,,,,,,,,,,,,,,171.66
0.2728576333333333,3.333333333333333,1.24,17,0.2728576333333333,0.0001033735632183,3.333333333333333,0.0,5.0,0.0,60.0,9.0,9.0,4.55,,,-7.55119441,,,1.74,,61.33333333333333,,-9.02056525034,,,5.666666666666668,8.946666666666667,,12.0,0.2000000000000001,-7.71410711178,1.57,6.666666666666668,,,,,,,,,,,,,,213.63
0.2728576333333333,3.333333333333333,1.24,17,0.2728576333333333,0.0001033735632183,3.333333333333333,0.0,5.0,0.0,60.33333333333333,9.0,9.0,4.416666666666667,,,-7.42338126,,,1.7233333333333334,,61.66666666666667,,-9.02056525034,,,5.666666666666668,9.353333333333332,,12.0,0.5,-7.495776293446666,1.5266666666666666,6.666666666666668,,,,,,,,,,,,,,51.21
0.2728576333333333,3.333333333333333,1.24,18,0.2728576333333333,0.0001033735632183,3.333333333333333,0.0,4.666666666666667,0.0,61.33333333333333,9.333333333333334,9.333333333333334,4.883333333333333,,,-7.686084846666668,,,1.8,,45.23333333333333,,-9.02056525034,,,6.000000000000001,8.21,,12.0,1.0999999999999996,-7.9755969442799985,1.663333333333333,3.333333333333333,,,,,,,,,,,,,,0.0
0.2728576333333333,3.333333333333333,1.24,18,0.2728576333333333,0.0001033735632183,3.333333333333333,0.0,4.666666666666667,0.0,62.0,9.333333333333334,9.333333333333334,4.5,,,-7.421711156666666,,,1.7533333333333334,,55.0,,-9.02056525034,,,6.000000000000001,9.2,,12.0,0.25,-7.547881376779999,1.5333333333333332,6.666666666666668,,,,,,,,,,,,,,2.46
0.40928645,2.5,1.24,18,0.5457152666666667,0.0002067471264366,3.333333333333333,0.0,4.666666666666667,0.0,61.0,9.333333333333334,9.333333333333334,4.483333333333333,,,-7.339728803333332,,,1.7033333333333334,,40.0,,-9.02056525034,,,6.0,8.213333333333333,,12.2,0.0999999999999996,-7.552390015226668,1.5300000000000002,7.5,,,,,,,,,,,,,,0.0
0.40928645,2.5,1.24,18,0.5457152666666667,0.0002067471264366,3.333333333333333,0.0,4.666666666666667,0.0,61.33333333333333,9.333333333333334,9.333333333333334,4.3500000000000005,,,-7.211915653333333,,,1.6866666666666668,,40.333333333333336,,-9.02056525034,,,6.0,8.62,,12.2,0.2999999999999998,-7.334059196893333,1.4866666666666668,7.5,,,,,,,,,,,,,,29.26
0.40928645,2.5,1.24,19,0.5457152666666667,0.0002067471264366,3.333333333333333,0.0,4.333333333333334,0.0,62.33333333333333,9.666666666666668,9.666666666666668,4.816666666666666,,,-7.47461924,,,1.7633333333333334,,23.9,,-9.02056525034,,,6.333333333333334,7.4766666666666675,,12.2,1.0999999999999996,-7.813879847726668,1.6233333333333335,2.5,,,,,,,,,,,,,,244.53
0.40928645,2.5,1.24,19,0.5457152666666667,0.0002067471264366,3.333333333333333,0.0,4.333333333333334,0.0,62.66666666666666,9.666666666666668,9.666666666666668,4.566666666666666,,,-7.31859517,,,1.7600000000000002,,25.66666666666667,,-9.02056525034,,,6.333333333333334,7.703333333333332,,12.2,0.3499999999999996,-7.564006538560001,1.5533333333333337,7.5,,,,,,,,,,,,,,207.85
0.9764119,3.0,1.24,18,0.9764119,0.703657640229885,3.0,0.0,4.666666666666667,0.0,60.33333333333333,9.333333333333332,9.333333333333332,4.493333333333333,,,-6.711428626666668,,,1.73,,17.666666666666664,,-9.02056525034,,,5.333333333333334,8.64,,11.7,0.8300000000000001,-6.77276830428,1.5633333333333337,7.0,,,,,,,,,,,,,,1.44
0.9764119,3.0,1.24,18,0.9764119,0.703657640229885,3.0,0.0,4.666666666666667,0.0,60.66666666666666,9.333333333333332,9.333333333333332,4.426666666666667,,,-6.603266746666668,,,1.7200000000000002,,17.666666666666664,,-9.02056525034,,,5.333333333333334,9.15,,11.7,1.0299999999999998,-6.657617190113332,1.5166666666666666,7.0,,,,,,,,,,,,,,0.02
0.9764119,3.0,1.24,19,0.9764119,0.703657640229885,3.0,0.0,4.333333333333333,0.0,61.66666666666666,9.666666666666668,9.666666666666668,4.693333333333333,,,-7.35263517,,,1.76,,52.53333333333333,,-9.02056525034,,,5.666666666666668,7.776666666666667,,11.7,0.4799999999999995,-7.576989205113334,1.6266666666666667,3.666666666666667,,,,,,,,,,,,,,0.17
0.9764119,3.0,1.24,19,0.9764119,0.703657640229885,3.0,0.0,4.333333333333333,0.0,62.0,9.666666666666668,9.666666666666668,4.6433333333333335,,,-7.144753336666668,,,1.7966666666666666,,48.0,,-9.02056525034,,,5.666666666666668,7.88,,11.7,0.4799999999999995,-7.307363051779999,1.5833333333333337,7.0,,,,,,,,,,,,,,210.14
0.9764119,3.0,1.24,19,0.9764119,0.703657640229885,3.0,0.0,4.333333333333333,0.0,62.33333333333333,9.666666666666668,9.666666666666668,4.510000000000002,,,-7.016940186666668,,,1.78,,48.33333333333334,,-9.02056525034,,,5.666666666666668,8.286666666666667,,11.7,0.7799999999999994,-7.089032233446669,1.54,7.0,,,,,,,,,,,,,,172.83
0.9764119,3.0,1.24,20,0.9764119,0.703657640229885,3.0,0.0,4.0,0.0,63.66666666666666,10.0,10.0,4.726666666666667,,,-7.1236197033333335,,,1.8533333333333333,,33.66666666666667,,-9.02056525034,,,6.000000000000001,7.37,,11.7,0.4799999999999995,-7.318979575113333,1.606666666666667,7.0,,,,,,,,,,,,,,444.0
0.2943800333333333,2.333333333333333,1.24,20,0.2943800333333333,0.1985682735632183,2.333333333333333,0.0,4.0,0.0,62.0,10.0,10.0,4.616666666666667,,,-5.986578976666666,,,1.69,,52.0,,-9.02056525034,,,4.333333333333334,7.666666666666668,,10.8,1.0,-6.104104313446666,1.5833333333333337,4.333333333333333,,,,,,,,,,,,,,621.51
0.2943800333333333,2.333333333333333,1.24,20,0.2943800333333333,0.1985682735632183,2.333333333333333,0.0,4.0,0.0,62.33333333333333,10.0,10.0,4.583333333333333,,,-5.762646853333332,,,1.7566666666666668,,46.66666666666666,,-9.02056525034,,,4.333333333333334,8.106666666666667,,10.8,1.1000000000000003,-5.859715040946669,1.5566666666666669,7.666666666666666,,,,,,,,,,,,,,658.89
0.2943800333333333,2.333333333333333,1.24,21,0.2943800333333333,0.1985682735632183,2.333333333333333,0.0,3.666666666666667,0.0,63.66666666666666,10.333333333333334,10.333333333333334,4.783333333333333,,,-6.403853396666666,,,1.7866666666666666,,81.53333333333333,,-9.02056525034,,,4.666666666666667,7.243333333333334,,10.8,0.75,-6.66393594178,1.62,4.333333333333333,,,,,,,,,,,,,,587.36
0.2943800333333333,2.333333333333333,1.24,21,0.2943800333333333,0.1985682735632183,2.333333333333333,0.0,3.666666666666667,0.0,64.33333333333333,10.333333333333334,10.333333333333334,4.6000000000000005,,,-6.068158413333332,,,1.8066666666666664,,77.33333333333334,,-9.02056525034,,,4.666666666666667,7.753333333333334,,10.8,1.0499999999999998,-6.1759789701133325,1.5333333333333334,7.666666666666666,,,,,,,,,,,,,,595.79
0.2943800333333333,2.333333333333333,1.24,22,0.2943800333333333,0.1985682735632183,2.333333333333333,0.0,3.333333333333333,0.0,65.33333333333333,10.666666666666668,10.666666666666668,5.066666666666666,,,-6.330862000000001,,,1.8833333333333333,,60.90000000000001,,-9.02056525034,,,5.0,6.61,,10.8,1.0999999999999996,-6.6557996209466666,1.67,4.333333333333333,,,,,,,,,,,,,,422.21
0.2943800333333333,2.333333333333333,1.24,22,0.2943800333333333,0.1985682735632183,2.333333333333333,0.0,3.333333333333333,0.0,65.66666666666666,10.666666666666668,10.666666666666668,4.816666666666666,,,-6.17483793,,,1.88,,62.66666666666667,,-9.02056525034,,,5.0,6.836666666666668,,10.8,0.75,-6.40592631178,1.6,7.666666666666666,,,,,,,,,,,,,,612.39
0.7035542666666667,4.0,1.241,15,0.7035542666666667,0.7035617777777777,4.0,0.0,5.666666666666668,0.0,57.0,8.333333333333332,8.333333333333332,4.3100000000000005,,,-6.532313200000001,,,1.66,,29.66666666666667,,-8.28548436,,,4.333333333333333,9.933333333333334,,11.7,1.13,-6.602044866666668,1.56,2.6666666666666665,,,,,,,,,,,,,,73.16
0.7035542666666667,4.0,1.241,15,0.7035542666666667,0.7035617777777777,4.0,0.0,5.666666666666668,0.0,57.33333333333333,8.333333333333332,8.333333333333332,4.276666666666666,,,-6.308381076666668,,,1.7266666666666666,,24.333333333333336,,-8.28548436,,,4.333333333333333,10.373333333333331,,11.7,1.13,-6.357655594166667,1.5333333333333334,6.0,,,,,,,,,,,,,,1.29
0.7035542666666667,4.0,1.241,15,0.7035542666666667,0.7035617777777777,4.0,0.0,5.666666666666668,0.0,57.66666666666666,8.333333333333332,8.333333333333332,4.21,,,-6.200219196666668,,,1.7166666666666668,,24.333333333333336,,-8.28548436,,,4.333333333333333,10.883333333333333,,11.7,1.13,-6.24250448,1.4866666666666666,6.0,,,,,,,,,,,,,,75.96
0.7035542666666667,4.0,1.241,16,0.7035542666666667,0.7035617777777777,4.0,0.0,5.333333333333333,0.0,59.0,8.666666666666668,8.666666666666668,4.426666666666667,,,-6.7417057866666665,,,1.7933333333333332,,54.66666666666667,,-8.28548436,,,4.666666666666666,9.613333333333332,,11.7,1.13,-6.892250341666667,1.5533333333333337,6.0,,,,,,,,,,,,,,287.83
0.7035542666666667,4.0,1.241,16,0.7035542666666667,0.7035617777777777,4.0,0.0,5.333333333333333,0.0,59.33333333333333,8.666666666666668,8.666666666666668,4.293333333333334,,,-6.613892636666668,,,1.7766666666666666,,55.0,,-8.28548436,,,4.666666666666666,10.02,,11.7,1.13,-6.673919523333334,1.51,6.0,,,,,,,,,,,,,,271.79
